符合條件商品
資料日期：2022年  5月 10日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(05/10),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:39 符合檔數(11)
1	,2236.TW,百達-KY,23.6,0.43,223,25.7,4.8,20,投連賣
2	,5284.TW,jpp-KY,68.8,-2.41,2843,43.05,68.13,20,投連賣
3	,5439.TW,高技,46.85,0,102,47.8,6.94,20,投連賣
4	,8433.TW,弘帆,62.4,0.32,14,44.15,47.97,20,投連賣
5	,5269.TW,祥碩,717,0.14,564,1360,-45.81,14,投連賣
6	,4536.TW,拓凱,189,-0.79,392,119.5,64.89,8,投連賣
7	,3406.TW,玉晶光,364,-0.68,820,353,5.18,7,投連賣
8	,6104.TW,創惟,88.8,0.23,2437,196.5,-54.81,7,投連賣
9	,2031.TW,新光鋼,44,-0.56,5573,57.1,-14.21,6,投連賣
10	,3491.TW,昇達科,136.5,1.11,719,140,0.41,6,投連賣
11	,6679.TW,鈺太,229,0.44,465,314,-25.33,5,投連賣
