符合條件商品
資料日期：2022年  1月 12日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(01/12),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:50 符合檔數(20)
1	,2303.TW,聯電,41.95,-2.1,34060,61.9,-27.83,15,投連賣
2	,3045.TW,台灣大,94.8,0,2514,100.5,-1.76,14,投連賣
3	,2912.TW,統一超,268,-1.47,996,272,1.75,13,投連賣
4	,2481.TW,強茂,60.4,-0.33,2094,92.7,-31.22,10,投連賣
5	,6138.TW,茂達,117.5,-0.42,755,229.5,-45.18,10,投連賣
6	,6411.TW,晶焱,85.7,-0.35,289,209.5,-56.3,8,投連賣
7	,2383.TW,台光電,176.5,-0.84,2034,262,-28.5,7,投連賣
8	,3443.TW,創意,726,-0.55,5389,505,45.56,7,投連賣
9	,3707.TW,漢磊,86.9,0,3034,116.5,-25.11,7,投連賣
10	,5425.TW,台半,75.3,0,4216,69.3,12.14,7,投連賣
11	,6781.TW,AES-KY,680,1.34,965,1675,-58.81,7,投連賣
12	,8924.TW,大田,120.5,0.42,199,139.5,-4.1,7,投連賣
13	,2809.TW,京城銀,33.9,-3.42,3989,41.15,-12.85,6,投連賣
14	,3105.TW,穩懋,138,0.36,2757,337,-56.92,6,投連賣
15	,3189.TW,景碩,107,0,9581,201,-45.11,6,投連賣
16	,3515.TW,華擎,140.5,2.93,1979,255,-37.28,6,投連賣
17	,4961.TW,天鈺,117,0.86,1402,216.5,-37.87,6,投連賣
18	,6005.TW,群益證,11.1,0,1344,16.95,-24.69,6,投連賣
19	,3037.TW,欣興,125,2.46,35224,216,-40.82,5,投連賣
20	,8046.TW,南電,242,-0.41,10124,505,-50.37,5,投連賣
