符合條件商品
資料日期：2022年  6月 14日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(06/14),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:33 符合檔數(17)
1	,5439.TW,高技,46.85,0,102,47.6,7.38,20,投連賣
2	,8046.TW,南電,242,-0.41,10124,343,-26.92,16,投連賣
3	,2458.TW,義隆,86.1,-1.71,718,143.5,-32.19,15,投連賣
4	,2344.TW,華邦電,20.1,-0.99,9528,27.2,-23.25,13,投連賣
5	,2393.TW,億光,37.5,0.94,242,42.6,-3.75,11,投連賣
6	,2014.TW,中鴻,27.6,1.1,53751,31,-1.36,10,投連賣
7	,6438.TW,迅得,86.2,-0.69,51,101,-14.65,8,投連賣
8	,6274.TW,台燿,52.5,1.16,910,68.7,-23.58,7,投連賣
9	,2303.TW,聯電,41.95,-2.1,34060,49.6,-9.94,6,投連賣
10	,3529.TW,力旺,1350,1.12,770,1315,3.92,6,投連賣
11	,1802.TW,台玻,21.2,0.24,12096,21.3,8.94,5,投連賣
12	,2610.TW,華航,19,-1.55,26392,25.3,-22.13,5,投連賣
13	,2637.TW,慧洋-KY,64.8,-3.28,13996,85.4,-24.12,5,投連賣
14	,3036.TW,文曄,62.7,-0.95,1327,76.9,-12.81,5,投連賣
15	,3661.TW,世芯-KY,803,-1.35,2950,803,1.27,5,投連賣
16	,4927.TW,泰鼎-KY,54.5,-0.73,593,78.5,-26.08,5,投連賣
17	,6187.TW,萬潤,65,0.93,810,92.8,-25.7,5,投連賣
