符合條件商品
資料日期：2022年  6月 23日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(06/23),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:31 符合檔數(53)
1	,2458.TW,義隆,86.1,-1.71,718,136,-28.46,20,投連賣
2	,2393.TW,億光,37.5,0.94,242,41.9,-2.14,18,投連賣
3	,2610.TW,華航,19,-1.55,26392,22.15,-11.05,12,投連賣
4	,2637.TW,慧洋-KY,64.8,-3.28,13996,66.4,-2.41,12,投連賣
5	,3661.TW,世芯-KY,803,-1.35,2950,691,17.68,12,投連賣
6	,3037.TW,欣興,125,2.46,35224,159,-19.6,11,投連賣
7	,2603.TW,長榮,167.5,-2.33,36972,96.1,-9.71,10,投連賣
8	,3532.TW,台勝科,142,-2.07,1152,188,-23.36,10,投連賣
9	,5483.TW,中美晶,143.5,-1.37,3418,143.5,3.22,9,投連賣
10	,1227.TW,佳格,39.4,-0.51,249,45.4,-9.3,8,投連賣
11	,2606.TW,裕民,50.1,-3.47,10468,43.85,22.52,8,投連賣
12	,5469.TW,瀚宇博,31.65,-0.94,479,32.2,5.61,8,投連賣
13	,6138.TW,茂達,117.5,-0.42,755,154,-18.3,8,投連賣
14	,8299.TW,群聯,305,-0.81,792,297,10.9,8,投連賣
15	,1102.TW,亞泥,41.55,0.24,6062,42.95,4.74,7,投連賣
16	,2542.TW,興富發,40.35,-3.93,8630,43.3,11.9,7,投連賣
17	,2886.TW,兆豐金,30.55,-0.97,8425,35.35,-7.95,7,投連賣
18	,3231.TW,緯創,29.9,-0.83,12268,28.15,15.94,7,投連賣
19	,4915.TW,致伸,55.1,-0.9,3460,56.6,-2.65,7,投連賣
20	,4938.TW,和碩,64.2,0.31,3317,67.5,2.8,7,投連賣
21	,5230.TW,雷笛克光學,22.8,0,19,22.85,-0.22,7,投連賣
22	,5284.TW,jpp-KY,68.8,-2.41,2843,44.4,63.03,7,投連賣
23	,6147.TW,頎邦,58.6,0.51,604,64.4,1.12,7,投連賣
24	,2002.TW,中鋼,30.7,0.16,37216,29,17.49,6,投連賣
25	,2027.TW,大成鋼,43.15,-1.93,15303,34.9,31.43,6,投連賣
26	,2383.TW,台光電,176.5,-0.84,2034,185.5,0.98,6,投連賣
27	,2385.TW,群光,87.2,0.11,1118,75.9,14.89,6,投連賣
28	,2618.TW,長榮航,28.1,-2.09,27994,30.35,-5.61,6,投連賣
29	,6271.TW,同欣電,201,-4.29,2372,200.5,-4.75,6,投連賣
30	,1101.TW,台泥,34.05,-1.16,23484,39,-1.62,5,投連賣
31	,2014.TW,中鴻,27.6,1.1,53751,27.1,12.84,5,投連賣
32	,2239.TW,英利-KY,59,-0.84,55,55.4,11.11,5,投連賣
33	,2301.TW,光寶科,64,-0.47,4678,58.3,12.24,5,投連賣
34	,2337.TW,旺宏,35,0.57,15889,35.25,5.8,5,投連賣
35	,2347.TW,聯強,61,-0.81,2957,53.9,13.17,5,投連賣
36	,2356.TW,英業達,26,0.19,6530,24.85,11.11,5,投連賣
37	,2376.TW,技嘉,106.5,1.43,5227,92.3,32.63,5,投連賣
38	,2409.TW,友達,15.4,0.65,36394,15.15,0.85,5,投連賣
39	,2441.TW,超豐,48.2,-2.33,4006,63.9,-18.32,5,投連賣
40	,2449.TW,京元電子,36.4,-1.75,4505,42,-6.43,5,投連賣
41	,2640.TW,大車隊,86.4,1.17,61,76.8,17.65,5,投連賣
42	,2732.TW,六角,126,0.8,213,93.5,37.43,5,投連賣
43	,3035.TW,智原,159,0.63,7973,190,-14.39,5,投連賣
44	,3044.TW,健鼎,96,1.59,1391,117.5,-12.58,5,投連賣
45	,3443.TW,創意,726,-0.55,5389,480.5,51.09,5,投連賣
46	,3481.TW,群創,11.1,0,42046,11.9,1.65,5,投連賣
47	,3533.TW,嘉澤,829,0.36,375,715,18.85,5,投連賣
48	,3702.TW,大聯大,47.8,-0.52,2583,54.9,-6.75,5,投連賣
49	,4919.TW,新唐,117,-2.09,4502,144,-15.2,5,投連賣
50	,5522.TW,遠雄,58.5,0.34,1205,61.6,-1.47,5,投連賣
51	,6104.TW,創惟,88.8,0.23,2437,161,-44.84,5,投連賣
52	,6176.TW,瑞儀,106,0.47,1064,97.6,18.3,5,投連賣
53	,6548.TW,長科*,29.95,0,316,77.4,-1.09,5,投連賣
