符合條件商品
資料日期：2022年  1月 25日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(01/25),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:49 符合檔數(9)
1	,4961.TW,天鈺,117,0.86,1402,206,-34.7,15,投連賣
2	,2603.TW,長榮,167.5,-2.33,36972,110,-21.12,12,投連賣
3	,6683.TW,雍智科技,189.5,0.26,103,268.5,-26.58,10,投連賣
4	,3189.TW,景碩,107,0,9581,198,-44.28,6,投連賣
5	,4105.TW,東洋,82.8,0.24,1226,67.5,27.96,6,投連賣
6	,2610.TW,華航,19,-1.55,26392,22.8,-13.6,5,投連賣
7	,3707.TW,漢磊,86.9,0,3034,105,-16.91,5,投連賣
8	,5274.TW,信驊,1830,0.83,312,3045,-32.9,5,投連賣
9	,8358.TW,金居,51.3,-0.58,1372,69,-18.22,5,投連賣
