符合條件商品
資料日期：2022年  5月 30日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(05/30),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:37 符合檔數(29)
1	,5439.TW,高技,46.85,0,102,47.9,6.72,20,投連賣
2	,2002.TW,中鋼,30.7,0.16,37216,34.5,-1.22,18,投連賣
3	,2354.TW,鴻準,51.4,-1.15,1092,54.3,-1.8,12,投連賣
4	,2387.TW,精元,39.25,-1.75,500,36.8,15.07,10,投連賣
5	,6104.TW,創惟,88.8,0.23,2437,211.5,-58.01,10,投連賣
6	,1817.TW,凱撒衛,37.9,0.4,40,34.85,15.37,9,投連賣
7	,2912.TW,統一超,268,-1.47,996,268.5,3.07,9,投連賣
8	,2409.TW,友達,15.4,0.65,36394,17.4,-12.2,8,投連賣
9	,6438.TW,迅得,86.2,-0.69,51,113,-19.27,7,投連賣
10	,2368.TW,金像電,88.4,-1.12,3685,80.9,2.34,6,投連賣
11	,3189.TW,景碩,107,0,9581,172.5,-36.04,6,投連賣
12	,4904.TW,遠傳,65.7,-0.3,2525,80.7,-15.27,6,投連賣
13	,5347.TW,世界,81.5,-1.69,3288,103.5,-16.11,6,投連賣
14	,8046.TW,南電,242,-0.41,10124,395,-36.54,6,投連賣
15	,8299.TW,群聯,305,-0.81,792,393,-16.19,6,投連賣
16	,1102.TW,亞泥,41.55,0.24,6062,45.5,-1.12,5,投連賣
17	,1216.TW,統一,65.9,0,2803,66,3.94,5,投連賣
18	,2049.TW,上銀,180,-0.83,411,227.5,-19.3,5,投連賣
19	,2347.TW,聯強,61,-0.81,2957,69.4,-5.35,5,投連賣
20	,2408.TW,南亞科,51.4,-0.58,5241,65.8,-16.46,5,投連賣
21	,2458.TW,義隆,86.1,-1.71,718,147.5,-34.03,5,投連賣
22	,2834.TW,臺企銀,12.9,-0.39,8238,12.5,7.86,5,投連賣
23	,2883.TW,開發金,12.7,-0.78,8936,16.15,-15.45,5,投連賣
24	,2890.TW,永豐金,16.7,-4.84,27291,17.8,-0.77,5,投連賣
25	,2892.TW,第一金,26.3,-0.38,6392,26.95,3.38,5,投連賣
26	,4927.TW,泰鼎-KY,54.5,-0.73,593,87.6,-33.75,5,投連賣
27	,5230.TW,雷笛克光學,22.8,0,19,24.1,-2.15,5,投連賣
28	,9904.TW,寶成,34.05,0.44,6898,30.35,18.39,5,投連賣
29	,9910.TW,豐泰,207.5,-1.19,2962,183,16.09,5,投連賣
