符合條件商品
資料日期：2022年  1月 10日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(01/10),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:51 符合檔數(14)
1	,2303.TW,聯電,41.95,-2.1,34060,62.1,-28.07,13,投連賣
2	,3045.TW,台灣大,94.8,0,2514,99.8,-1.07,12,投連賣
3	,2912.TW,統一超,268,-1.47,996,274,1.01,11,投連賣
4	,2481.TW,強茂,60.4,-0.33,2094,98.6,-35.33,8,投連賣
5	,6138.TW,茂達,117.5,-0.42,755,238,-47.14,8,投連賣
6	,6415.TW,矽力*-KY,445,1.37,2330,4220,-57.59,8,投連賣
7	,6411.TW,晶焱,85.7,-0.35,289,213,-57.02,6,投連賣
8	,2383.TW,台光電,176.5,-0.84,2034,275,-31.88,5,投連賣
9	,3443.TW,創意,726,-0.55,5389,523,40.55,5,投連賣
10	,3707.TW,漢磊,86.9,0,3034,125.5,-30.48,5,投連賣
11	,5425.TW,台半,75.3,0,4216,71,9.45,5,投連賣
12	,6669.TW,緯穎,819,-1.33,686,1110,-23.85,5,投連賣
13	,6781.TW,AES-KY,680,1.34,965,1720,-59.88,5,投連賣
14	,8924.TW,大田,120.5,0.42,199,145,-7.74,5,投連賣
