符合條件商品
資料日期：2022年  1月 21日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(01/21),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:49 符合檔數(10)
1	,8924.TW,大田,120.5,0.42,199,141,-5.12,14,投連賣
2	,4961.TW,天鈺,117,0.86,1402,211,-36.24,13,投連賣
3	,2603.TW,長榮,167.5,-2.33,36972,115.5,-24.87,10,投連賣
4	,6683.TW,雍智科技,189.5,0.26,103,280.5,-29.72,8,投連賣
5	,6669.TW,緯穎,819,-1.33,686,1015,-16.73,7,投連賣
6	,1702.TW,南僑,44.8,-0.88,73,49.4,-4.92,6,投連賣
7	,3653.TW,健策,369.5,-0.81,1389,384,8.05,6,投連賣
8	,6182.TW,合晶,41.8,-0.36,1757,73.1,-41.17,6,投連賣
9	,6213.TW,聯茂,71.9,0.42,941,130.5,-41.25,6,投連賣
10	,3131.TW,弘塑,225,-0.88,34,340,-28.88,5,投連賣
