符合條件商品
資料日期：2022年  5月 13日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(05/13),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:39 符合檔數(12)
1	,5439.TW,高技,46.85,0,102,46,11.12,20,投連賣
2	,4536.TW,拓凱,189,-0.79,392,122,61.51,11,投連賣
3	,6104.TW,創惟,88.8,0.23,2437,197,-54.92,10,投連賣
4	,2031.TW,新光鋼,44,-0.56,5573,49.7,-1.43,9,投連賣
5	,3491.TW,昇達科,136.5,1.11,719,134.5,4.52,9,投連賣
6	,6679.TW,鈺太,229,0.44,465,311,-24.61,8,投連賣
7	,2002.TW,中鋼,30.7,0.16,37216,33.35,2.16,7,投連賣
8	,2891.TW,中信金,21.9,-1.13,23817,25.8,-10.32,7,投連賣
9	,6443.TW,元晶,34.1,1.19,7879,36.65,-6.96,7,投連賣
10	,1722.TW,台肥,53.1,-0.56,1033,67.6,-17.97,6,投連賣
11	,3665.TW,貿聯-KY,251,-2.33,1391,318,-18.61,6,投連賣
12	,8358.TW,金居,51.3,-0.58,1372,55.8,1.12,5,投連賣
