符合條件商品
資料日期：2021年 11月 11日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/11),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 17:01 符合檔數(13)
1	,8081.TW,致新,141,-1.05,262,228,-31.91,12,投連賣
2	,6224.TW,聚鼎,57.2,-2.39,189,115,-48.01,11,投連賣
3	,2317.TW,鴻海,101,0,15490,107.5,-1.2,10,投連賣
4	,2383.TW,台光電,176.5,-0.84,2034,229.5,-18.37,10,投連賣
5	,3264.TW,欣銓,49.85,-0.89,1243,58.6,-9.86,9,投連賣
6	,2360.TW,致茂,179,0.56,783,188,-0.47,8,投連賣
7	,3443.TW,創意,726,-0.55,5389,588,25.02,7,投連賣
8	,3707.TW,漢磊,86.9,0,3034,151.5,-42.41,7,投連賣
9	,2308.TW,台達電,281,-1.92,5149,259,11.08,6,投連賣
10	,2351.TW,順德,99.5,1.22,927,155.5,-34.35,6,投連賣
11	,6706.TW,惠特,89.3,1.59,265,215,-54.89,6,投連賣
12	,3105.TW,穩懋,138,0.36,2757,348,-58.28,5,投連賣
13	,4739.TW,康普,94.9,-1.15,795,151.5,-35.81,5,投連賣
