符合條件商品
資料日期：2022年  9月 23日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(09/23),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:20 符合檔數(10)
1	,3189.TW,景碩,107,0,9581,98,9.18,19,投連賣
2	,2313.TW,華通,45.95,-1.08,9582,47.3,-2.85,17,投連賣
3	,6491.TW,晶碩,404.5,-1.94,432,363,11.43,9,投連賣
4	,8046.TW,南電,242,-0.41,10124,205,18.05,9,投連賣
5	,1560.TW,中砂,109.5,-1.35,2814,131.5,-16.73,8,投連賣
6	,2458.TW,義隆,86.1,-1.71,718,86.8,-0.81,8,投連賣
7	,3035.TW,智原,159,0.63,7973,145.5,9.28,8,投連賣
8	,3037.TW,欣興,125,2.46,35224,123,1.63,8,投連賣
9	,6121.TW,新普,288.5,-0.35,276,277.5,8.86,5,投連賣
10	,6781.TW,AES-KY,680,1.34,965,708,-3.95,5,投連賣
