符合條件商品
資料日期：2021年 12月 20日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/20),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:54 符合檔數(13)
1	,1434.TW,福懋,26.3,-0.19,479,28,-2.38,13,投連賣
2	,2809.TW,京城銀,33.9,-3.42,3989,39.75,-9.77,13,投連賣
3	,2915.TW,潤泰全,66.7,0.15,4192,94.2,-23.25,13,投連賣
4	,3702.TW,大聯大,47.8,-0.52,2583,50.6,1.16,13,投連賣
5	,1702.TW,南僑,44.8,-0.88,73,49.25,-4.64,12,投連賣
6	,8046.TW,南電,242,-0.41,10124,565,-55.64,11,投連賣
7	,3653.TW,健策,369.5,-0.81,1389,403.5,2.83,9,投連賣
8	,2303.TW,聯電,41.95,-2.1,34060,62.2,-28.19,8,投連賣
9	,1232.TW,大統益,141.5,-0.35,131,154,-4.62,6,投連賣
10	,2820.TW,華票,14.55,0,290,16.85,-8.72,6,投連賣
11	,6214.TW,精誠,70,-0.28,922,83.8,-10.52,6,投連賣
12	,3217.TW,優群,80.7,0.37,119,125,-30.18,5,投連賣
13	,6271.TW,同欣電,201,-4.29,2372,280.5,-31.92,5,投連賣
