符合條件商品
資料日期：2022年  6月 20日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(06/20),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:32 符合檔數(26)
1	,8046.TW,南電,242,-0.41,10124,299,-16.17,20,投連賣
2	,2458.TW,義隆,86.1,-1.71,718,136.5,-28.72,19,投連賣
3	,2393.TW,億光,37.5,0.94,242,41.5,-1.19,15,投連賣
4	,3529.TW,力旺,1350,1.12,770,1240,10.2,10,投連賣
5	,1802.TW,台玻,21.2,0.24,12096,19.7,17.78,9,投連賣
6	,2610.TW,華航,19,-1.55,26392,22.25,-11.46,9,投連賣
7	,2637.TW,慧洋-KY,64.8,-3.28,13996,72.6,-10.74,9,投連賣
8	,3661.TW,世芯-KY,803,-1.35,2950,708,14.85,9,投連賣
9	,3037.TW,欣興,125,2.46,35224,157.5,-18.84,8,投連賣
10	,2603.TW,長榮,167.5,-2.33,36972,109.5,-20.76,7,投連賣
11	,3189.TW,景碩,107,0,9581,143,-22.84,7,投連賣
12	,3532.TW,台勝科,142,-2.07,1152,198.5,-27.41,7,投連賣
13	,5483.TW,中美晶,143.5,-1.37,3418,142.5,3.94,6,投連賣
14	,6781.TW,AES-KY,680,1.34,965,902,-23.5,6,投連賣
15	,1227.TW,佳格,39.4,-0.51,249,45.15,-8.8,5,投連賣
16	,1904.TW,正隆,27.15,-1.09,381,29.9,-3.04,5,投連賣
17	,2481.TW,強茂,60.4,-0.33,2094,66.1,-3.53,5,投連賣
18	,2606.TW,裕民,50.1,-3.47,10468,48,11.93,5,投連賣
19	,2809.TW,京城銀,33.9,-3.42,3989,35.4,-4.24,5,投連賣
20	,5469.TW,瀚宇博,31.65,-0.94,479,32.55,4.46,5,投連賣
21	,6005.TW,群益證,11.1,0,1344,13.9,-8.19,5,投連賣
22	,6138.TW,茂達,117.5,-0.42,755,160,-21.37,5,投連賣
23	,6415.TW,矽力*-KY,445,1.37,2330,2315,-23.11,5,投連賣
24	,8069.TW,元太,167,-1.47,11565,192.5,-11.74,5,投連賣
25	,8299.TW,群聯,305,-0.81,792,316,4.23,5,投連賣
26	,9958.TW,世紀鋼,88.9,-1.22,9352,99.8,-7.5,5,投連賣
