符合條件商品
資料日期：2021年 12月 22日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/22),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:54 符合檔數(25)
1	,1434.TW,福懋,26.3,-0.19,479,28.05,-2.56,15,投連賣
2	,2809.TW,京城銀,33.9,-3.42,3989,39.75,-9.77,15,投連賣
3	,2915.TW,潤泰全,66.7,0.15,4192,94.1,-23.17,15,投連賣
4	,3702.TW,大聯大,47.8,-0.52,2583,50.7,0.97,15,投連賣
5	,1702.TW,南僑,44.8,-0.88,73,49.3,-4.74,14,投連賣
6	,3653.TW,健策,369.5,-0.81,1389,405,2.45,11,投連賣
7	,1232.TW,大統益,141.5,-0.35,131,157,-6.44,8,投連賣
8	,2820.TW,華票,14.55,0,290,16.95,-9.29,8,投連賣
9	,6271.TW,同欣電,201,-4.29,2372,285,-32.99,7,投連賣
10	,2345.TW,智邦,237.5,-6.5,4085,257.5,-5.53,6,投連賣
11	,2360.TW,致茂,179,0.56,783,195,-4.04,6,投連賣
12	,2383.TW,台光電,176.5,-0.84,2034,275.5,-32.01,6,投連賣
13	,5904.TW,寶雅,447.5,-0.33,243,443.5,4.99,6,投連賣
14	,2317.TW,鴻海,101,0,15490,103.5,2.62,5,投連賣
15	,2352.TW,佳世達,27.5,1.66,4573,29.95,0,5,投連賣
16	,2377.TW,微星,119.5,1.7,2513,162,-19.62,5,投連賣
17	,2379.TW,瑞昱,289,-0.52,1352,573,-45.09,5,投連賣
18	,2404.TW,漢唐,182,-2.41,755,171.5,15.03,5,投連賣
19	,2441.TW,超豐,48.2,-2.33,4006,76,-31.32,5,投連賣
20	,2492.TW,華新科,78.7,-1.38,848,169,-51.08,5,投連賣
21	,5508.TW,永信建,56.7,-1.9,153,63.2,2.25,5,投連賣
22	,5522.TW,遠雄,58.5,0.34,1205,61.9,5.22,5,投連賣
23	,5871.TW,中租-KY,216.5,0.46,2711,251,-6.95,5,投連賣
24	,6121.TW,新普,288.5,-0.35,276,320,4.99,5,投連賣
25	,8358.TW,金居,51.3,-0.58,1372,77.1,-26.82,5,投連賣
