符合條件商品
資料日期：2021年 11月 22日
策略,	01每日資料
107	,1477.TW,聚陽,242.5,-0.41,1558,0.07,32.43,2.96,3.62
108	,1503.TW,士電,54.7,1.11,199,0,32.07,0.14,0
109	,1504.TW,東元,31.35,0,915,0,23.47,1.08,0.16
110	,1506.TW,正道,12.15,9.95,3514,0,1.38,0,0
111	,1507.TW,永大,64.4,-0.16,587,0,14.01,0.04,0
112	,1512.TW,瑞利,3.82,-0.78,233,0,7.47,0,0
113	,1513.TW,中興電,45.55,1.22,3941,0.18,8.28,17.4,0.48
114	,1514.TW,亞力,24.1,0,380,0.01,8.86,5.83,0
115	,1515.TW,力山,64,0,373,0.14,8.57,19.41,0.37
116	,1516.TW,川飛,23.35,2.41,118,0,0.35,28.23,0
117	,1517.TW,利奇,27.45,-1.96,2073,0.21,3.85,10.58,0
118	,1519.TW,華城,36.35,1.54,308,0.75,6.95,6.96,0.29
119	,1521.TW,大億,41.85,-0.24,139,0,33.36,0.6,0
120	,1522.TW,堤維西,19.45,-0.77,272,0,5.94,2,0.02
121	,1524.TW,耿鼎,10.05,0,444,0.01,0.38,8.78,0
122	,1525.TW,江申,60.7,0,30,0.01,0.52,7.14,0
123	,1526.TW,日馳,50.9,0.39,452,0.07,3.31,27.95,0
124	,1527.TW,鑽全,43.2,-0.46,149,0,9.72,6.06,0.02
125	,1528.TW,恩德,11.45,0.88,2557,0,2.82,15.92,0
126	,1529.TW,樂士,17.35,-0.57,354,0.01,6.66,32.33,0
127	,1530.TW,亞崴,32.8,0.31,4,0,0.78,1.11,0
128	,1531.TW,高林股,15.2,2.01,365,0,2.58,2.65,0.25
129	,1532.TW,勤美,31.85,-1.55,309,0,11.93,3.43,0.24
130	,1533.TW,車王電,59.1,1.2,441,0.72,5.56,10.71,0
131	,1535.TW,中宇,39.2,-0.25,86,0,1.12,0.33,0
132	,1536.TW,和大,94.9,0.96,989,0.13,14.07,6.38,0.87
133	,1537.TW,廣隆,138.5,0,80,0,18.97,0.81,0.27
134	,1538.TW,正峰,10.95,0.46,11,0,0.06,0,0
135	,1539.TW,巨庭,19.4,1.84,115,0,0.44,9.37,0
136	,1540.TW,喬福,14.95,-0.66,78,0,0.41,1.21,0
137	,1541.TW,錩泰,43.55,-0.23,6,0,9.71,0.8,0
138	,1558.TW,伸興,145,-0.34,82,0,8.63,2.45,0.22
139	,1560.TW,中砂,87.7,-3.63,3661,0.46,16.45,14.77,1.12
140	,1565.TW,精華,309,1.48,136,0.04,32.17,7.98,2.81
141	,1568.TW,倉佑,22.15,0.91,86,0.02,1.51,6.08,0
142	,1569.TW,濱川,24.95,-0.99,194,0,2.11,10.01,0.01
143	,1570.TW,力肯,21.05,4.47,1933,0.07,4.82,18.86,0
144	,1580.TW,新麥,103.5,0,68,0,10.4,7.84,0.18
145	,1582.TW,信錦,69.2,0.44,229,0.31,13.18,4.92,0.03
146	,1583.TW,程泰,62.5,0,1,0,0.24,0.12,0.04
147	,1584.TW,精剛,17.8,0,482,0.08,1.06,8.06,0
148	,1586.TW,和勤,41.4,0.12,106,0.02,1.86,64.75,0
149	,1587.TW,吉茂,25.8,-0.58,165,0.07,21.77,6.42,0
150	,1589.TW,永冠-KY,63.1,0,256,0.05,6.39,23.43,0
151	,1590.TW,亞德客-KY,860,2.63,488,0.06,82,1,0.56
152	,1591.TW,駿吉-KY,14.8,0,9,0.01,15.9,39.25,0
153	,1593.TW,祺驊,85.4,-0.12,59,0.01,1.14,17.85,0
154	,1595.TW,川寶,49.5,6.45,998,0.12,2.16,6.63,0
155	,1597.TW,直得,89.9,0,156,0.03,4.77,6.34,0
156	,1598.TW,岱宇,61.9,-0.16,226,1.46,6.93,23.23,0
157	,1599.TW,宏佳騰,44.3,0,97,0,12.25,6.46,0
158	,1603.TW,華電,27.15,0.56,105,0.09,1.47,2.96,0
159	,1604.TW,聲寶,29.6,0,393,0.02,10.74,0.85,0.05
160	,1605.TW,華新,27.8,1.28,12195,0.11,25.87,3.86,0.16
161	,1608.TW,華榮,22.8,1.33,3068,0.06,2.29,9.13,0.01
162	,1609.TW,大亞,25.1,0.2,3155,0.42,8.11,13.59,0
163	,1611.TW,中電,14.5,-3.65,6652,0.36,10.43,9.09,0
164	,1612.TW,宏泰,25.3,-2.5,3261,0.06,14.01,8.46,0.07
165	,1614.TW,三洋電,36.5,0.14,109,0,2.1,0.59,0
166	,1615.TW,大山,32.35,-0.31,54,0,0.65,1.82,0
167	,1616.TW,億泰,9,1.69,1015,0,0.34,0,0
168	,1617.TW,榮星,16.7,1.21,139,0,21.47,1.52,0
169	,1618.TW,合機,14.65,-1.01,284,0.07,1.61,12.93,0
170	,1626.TW,艾美特-KY,19.3,-0.52,27,0,44.48,9.87,0
171	,1701.TW,中化,22.35,-0.22,330,0,10.78,4.29,0.04
172	,1702.TW,南僑,48.85,-0.51,293,0,15.92,1.14,1.05
173	,1707.TW,葡萄王,165,-0.3,79,0,10.43,1.6,0
174	,1708.TW,東鹼,33.05,0.92,2906,0.11,10.4,12.89,0.04
175	,1709.TW,和益,23.95,1.48,2701,0.08,11.47,4.47,0.01
176	,1710.TW,東聯,22.95,0.88,6331,0.13,8.52,9.47,0.09
177	,1711.TW,永光,27.4,-0.18,12543,3.99,8.69,14,0
178	,1712.TW,興農,27.65,4.34,3435,0.07,11.72,1.4,0
179	,1713.TW,國化,24.4,0,178,0,4.14,9.74,0
180	,1714.TW,和桐,11.2,1.82,3922,0.01,18.54,7.94,0
181	,1717.TW,長興,36.7,-0.68,3664,0.04,12.57,3.6,0.07
182	,1718.TW,中纖,10.2,0,5570,0,8.19,10.59,0
183	,1720.TW,生達,40.3,0.5,275,0,2.79,2.44,0
184	,1721.TW,三晃,23.65,-1.25,2487,6.73,4.1,19.03,0
185	,1722.TW,台肥,68.9,0.29,1677,0.15,13.34,1.77,0
186	,1723.TW,中碳,118,3.06,2238,0.01,8.34,3.39,0.17
187	,1725.TW,元禎,37.7,4.14,990,0.22,0.93,1.57,0
188	,1726.TW,永記,73.3,0,13,0,13.79,0,0
189	,1727.TW,中華化,51.6,-1.34,6134,12.74,4.51,21.95,0.08
190	,1730.TW,花仙子,63.5,-0.16,44,0,7.66,0.34,0
191	,1731.TW,美吾華,19.2,0,115,0,1.11,4.08,0
192	,1732.TW,毛寶,26.6,2.11,771,2.69,2.83,9.75,0
193	,1733.TW,五鼎,24.05,1.05,210,0,4.41,5.03,0
194	,1734.TW,杏輝,28.9,0,695,0.03,3.11,14.74,0
195	,1735.TW,日勝化,18,0.84,10,0,50.44,0.32,0.12
196	,1736.TW,喬山,60,-0.5,351,0.31,7.84,2.77,0.03
197	,1737.TW,臺鹽,33.25,-0.3,217,0,11.15,1.5,0
198	,1742.TW,台蠟,19.55,-1.01,44,0.91,0.45,42.39,0
199	,1752.TW,南光,36.75,0.55,72,0,1.13,3.48,0
200	,1760.TW,寶齡富錦,70.4,2.47,724,0.18,2.28,18.69,0
201	,1762.TW,中化生,62.5,0.64,479,0.44,6.96,29.43,0.97
202	,1773.TW,勝一,136.5,0.37,95,0.01,3.71,1.38,0.08
203	,1776.TW,展宇,23,3.37,223,0.01,1.9,6.96,0.08
204	,1777.TW,生泰,68.9,-0.29,38,0,0.19,2.52,0
205	,1781.TW,合世,13.95,-0.36,37,0,0.3,0,0
206	,1783.TW,和康生,57.6,2.13,833,0.16,9.51,18.73,0
207	,1784.TW,訊聯,43,-1.15,3903,0,2.14,20.54,0
208	,1785.TW,光洋科,53.8,0.56,13297,0.26,8.59,19.74,1.09
209	,1786.TW,科妍,51.6,0.19,37,0,0.45,5.83,0
210	,1788.TW,杏昌,139.5,0.72,38,0.01,11.04,0.08,0
211	,1789.TW,神隆,24.25,-0.82,586,0,3.97,2.25,0
212	,1795.TW,美時,111.5,-2.62,4652,0.19,73.98,17.3,1.09
213	,1796.TW,金穎生技,37.5,0.13,12,0,0.53,0,0
214	,1799.TW,易威,15.4,1.32,54,0,14.53,0,0
215	,1802.TW,台玻,27.35,3.21,12504,0.15,10.58,3.47,0.85
216	,1805.TW,寶徠,13.65,0.37,16,0,0.17,0,0
217	,1806.TW,冠軍,12.05,2.12,1528,0.03,10.39,8.41,0
218	,1808.TW,潤隆,59.8,0.67,60,0,5.1,4.54,0
219	,1809.TW,中釉,14.3,1.06,691,0.04,1.87,12.61,0.09
220	,1810.TW,和成,17.4,4.82,5130,0.46,6.24,35.44,0.1
221	,1813.TW,寶利徠,18.15,-0.27,92,0,10.22,1.58,0
222	,1815.TW,富喬,17.35,1.76,2004,3.5,5.7,19.28,0
223	,1817.TW,凱撒衛,37,1.09,70,0,2.77,10.94,0.41
224	,1903.TW,士紙,71.7,-1.1,202,0.05,19.51,3.37,0.01
225	,1904.TW,正隆,35.35,-0.42,1690,0.02,9.8,2.07,1.06
226	,1905.TW,華紙,22.55,-0.88,1923,0.46,3.17,4.97,0.01
227	,1906.TW,寶隆,20.1,0.25,236,0.05,1.83,14.18,0
228	,1907.TW,永豐餘,33.8,0,4103,0.04,16.59,4.38,0.15
229	,1909.TW,榮成,24.95,-0.2,2489,0.02,11.31,8.37,0.99
230	,2002.TW,中鋼,32.6,0,50389,0.02,21.14,2.3,0.9
231	,2006.TW,東和鋼鐵,42.45,1.43,3715,0,14.9,6.21,0.88
232	,2007.TW,燁興,21.1,1.44,3048,4.42,0.24,19.7,0
233	,2008.TW,高興昌,19.1,1.06,150,0.03,7.57,1.82,0
234	,2009.TW,第一銅,44.2,0.34,1323,5.15,1.96,13.58,0
235	,2010.TW,春源,22,0.69,2231,0.05,5.52,6.25,0.01
236	,2012.TW,春雨,29.6,-0.67,419,0.01,1.94,3.58,0
237	,2013.TW,中鋼構,51.3,1.38,1112,4.3,9.94,18.56,0
238	,2014.TW,中鴻,33.4,1.67,15366,0.66,5.56,15.7,0
239	,2015.TW,豐興,78.8,0.64,92,0.03,12.02,0.28,0.06
240	,2017.TW,官田鋼,19.45,1.57,1239,0.13,15.45,7.14,0
241	,2020.TW,美亞,30.65,0.49,443,0.04,2.4,7.62,0
242	,2022.TW,聚亨,13.85,0,4039,0,3.79,0,0
243	,2023.TW,燁輝,23.65,0.42,10249,0.49,5.73,8.16,0
244	,2024.TW,志聯,20.1,1.01,146,0.12,1.53,4.8,0
245	,2025.TW,千興,5.2,0.58,595,0,0.17,0,0
246	,2027.TW,大成鋼,44.65,2.17,14049,0.66,16.51,13.2,0.49
247	,2028.TW,威致,38.2,-0.26,1787,1.98,0.8,14.48,0
248	,2029.TW,盛餘,32.3,1.41,1230,0.14,69.14,11.83,0
249	,2030.TW,彰源,29.2,1.39,3790,1.21,2.76,24.77,0
250	,2031.TW,新光鋼,56.6,0.89,1611,0.32,8.5,19.8,0.05
251	,2032.TW,新鋼,23.25,1.09,508,0.67,1.18,13.05,0
252	,2033.TW,佳大,17.3,1.17,252,0.03,0.34,8.25,0
253	,2034.TW,允強,31.4,0.96,1065,0.07,8.02,9.57,0.08
254	,2035.TW,唐榮,36.8,1.24,36,0,0.02,0.47,0
255	,2038.TW,海光,33.2,0.45,3071,1.92,1.48,23.61,0
256	,2049.TW,上銀,288.5,0.87,746,0.06,48.04,3.06,0.28
257	,2059.TW,川湖,487.5,2.42,336,0.03,18.22,2.71,0.78
258	,2061.TW,風青,21.7,2.36,555,0,0.04,0,0
259	,2062.TW,橋椿,28.1,0.36,213,0,10.84,7.67,0.44
260	,2063.TW,世鎧,36.85,0.14,62,0.04,1.23,2.58,0
261	,2064.TW,晉椿,18.25,-0.27,39,0,0.26,2.19,0
262	,2065.TW,世豐,47.7,0.42,76,0.3,1.68,2.21,0
263	,2066.TW,世德,61.9,0.81,214,0,10.39,2.65,0
264	,2067.TW,嘉鋼,12.95,-0.77,27,0,11.64,0,0
265	,2069.TW,運錩,37.4,1.08,7481,2.8,1.75,23.25,0
266	,2070.TW,精湛,32.6,0.31,25,0,0.8,2.93,0
267	,2101.TW,南港,40,-1.84,3806,0.03,6.1,19.9,0.01
268	,2102.TW,泰豐,25.8,-1.9,1146,0.01,5.5,4.76,0.01
269	,2103.TW,台橡,32.5,0.93,1174,0.04,30.3,3.94,0
270	,2104.TW,國際中橡,26.75,0.56,4100,0.01,11.47,4.26,0.01
271	,2105.TW,正新,34.8,1.46,3799,0.01,15.52,1.13,0.1
272	,2106.TW,建大,30.3,0.33,1249,0,7.32,1.24,0
273	,2107.TW,厚生,23,-0.65,310,0,10.86,2.52,0.02
274	,2108.TW,南帝,82.1,2.11,2326,1.37,16.67,4.77,4.18
275	,2109.TW,華豐,16.45,-1.2,192,0,14.64,2.14,0
276	,2114.TW,鑫永銓,120,0.84,32,0,2.38,3,0.03
277	,2115.TW,六暉-KY,40,-0.5,19,0,44.25,0.47,0
278	,2201.TW,裕隆,44.05,1.73,11902,0.05,9.64,6.28,0.71
279	,2204.TW,中華,66,0,867,0.08,30.16,1.11,0.18
280	,2206.TW,三陽工業,26.9,0.75,650,0,9.5,4.58,0.01
281	,2207.TW,和泰車,665,1.06,157,0,24.36,0.04,0.42
282	,2208.TW,台船,22.35,0.9,1780,0.49,4.88,8.03,0.02
283	,2211.TW,長榮鋼,50.9,0.2,242,0,0.87,0.3,0
284	,2221.TW,大甲,41.95,1.82,514,0.39,2.64,13.85,0
285	,2227.TW,裕日車,249.5,-0.2,118,0,41.17,0,0.17
286	,2228.TW,劍麟,69.3,1.17,93,0,5.86,4.58,0
287	,2230.TW,泰茂,13.25,-1.49,38,0.01,0.21,13.97,0
288	,2231.TW,為升,175.5,-0.28,448,0.52,7.24,19.35,0.03
289	,2233.TW,宇隆,98.5,0.2,357,0.06,22.76,14.95,2.09
290	,2235.TW,謚源,39.05,-0.26,9,0,0.06,0.26,0
291	,2236.TW,百達-KY,26.2,0.38,22,0,35,0.93,0.88
292	,2239.TW,英利-KY,76.3,2.97,334,0.23,76.43,5.14,0.15
293	,2241.TW,艾姆勒,54,0,154,0.03,22.54,9.11,0.03
294	,2243.TW,宏旭-KY,17.8,0,125,0.86,44.19,3.87,0
295	,2247.TW,汎德永業,215,-0.23,19,0,0.7,0.4,0
296	,2250.TW,IKKA-KY,102.5,-1.44,66,0,5.78,0,0.05
297	,2301.TW,光寶科,61.3,-0.49,2407,0.03,56.86,0.46,3.81
298	,2302.TW,麗正,17.75,-0.28,173,0.03,4.38,6.6,0
299	,2303.TW,聯電,64.7,-0.61,152277,0.21,44.58,8.49,3.84
300	,2305.TW,全友,8.34,1.09,565,0.01,5.44,5.41,0
301	,2308.TW,台達電,259,-0.77,2318,0.11,68.9,0.57,1.17
302	,2312.TW,金寶,14,2.56,10760,0.06,8.98,12.42,0.01
303	,2313.TW,華通,43.3,0.7,15274,0.46,15.72,12.63,0.84
304	,2314.TW,台揚,86.8,0,3587,0,9.79,0,0.02
305	,2316.TW,楠梓電,29.5,0.68,288,0.02,26.36,5.52,0
306	,2317.TW,鴻海,106.5,0,17930,0.01,48.85,1.53,1.05
307	,2321.TW,東訊,6.4,-3.9,4,0,0.02,0,0
308	,2323.TW,中環,9.04,-0.33,4019,0.27,14.57,12.03,0.01
309	,2324.TW,仁寶,23.55,0,12243,0.02,57.16,0.62,5.91
310	,2327.TW,國巨,466,0.65,3452,1.29,51.91,11.12,1.19
311	,2328.TW,廣宇,40.1,-0.37,3609,0.16,9.54,18.79,0
312	,2329.TW,華泰,25.7,1.58,13059,1.25,11.26,21.31,0
313	,2330.TW,台積電,615,-0.49,23297,0.01,76.57,0.35,0.99
314	,2331.TW,精英,22.75,-0.66,3634,0.1,6.77,24.81,0.01
315	,2337.TW,旺宏,43.65,3.07,49814,0.71,23.1,12.88,2.46
316	,2338.TW,光罩,106,-4.07,32476,7.87,15.45,42.81,6.22
317	,2340.TW,光磊,60.2,7.69,145039,5,16.53,38.35,0.04
318	,2342.TW,茂矽,48.9,1.56,13834,1.37,7.06,41.35,0
319	,2344.TW,華邦電,31.75,6.9,144489,0.53,22.78,7.61,2.03
320	,2345.TW,智邦,292,0,932,0.11,73.64,0.38,1.33
321	,2347.TW,聯強,57.4,1.06,1857,0.05,39.9,0.81,1.96
322	,2348.TW,海悅,103,-0.48,233,0,2.2,7.37,0
323	,2349.TW,錸德,9.66,1.05,1937,0,11.58,0,0.01
324	,2351.TW,順德,168.5,-3.99,5697,2.56,28.58,6.63,10.63
325	,2352.TW,佳世達,30.15,0.17,7322,0.04,23.77,3.26,0.35
326	,2353.TW,宏碁,27,-2.35,20960,0.4,35.21,5.36,0.14
327	,2354.TW,鴻準,67.1,0.6,3234,0.01,23.78,5.42,1.15
328	,2355.TW,敬鵬,32.45,-2.26,4369,0.08,16.34,6.22,0.02
329	,2356.TW,英業達,26.1,0,4077,0.04,36.6,0.37,5.53
330	,2357.TW,華碩,356,-1.25,2247,0.03,59.04,1.71,3.14
331	,2358.TW,廷鑫,22.7,1.11,1030,0.4,2.01,43.29,0.07
332	,2359.TW,所羅門,17.5,0,94,0,2,11.22,0
333	,2360.TW,致茂,185,1.93,420,0.01,69.94,0.57,0.58
334	,2362.TW,藍天,32.8,-0.91,263,0.01,10.68,4.66,0
335	,2363.TW,矽統,26,-2.26,29017,0.32,8.24,15.74,0.01
336	,2364.TW,倫飛,20.5,-2.61,25,0,15.33,0,0
337	,2365.TW,昆盈,10.95,1.86,609,0.01,6.52,8.28,0
338	,2367.TW,燿華,20.2,-2.88,8952,0.46,9.45,17.03,0.02
339	,2368.TW,金像電,71.2,-1.11,14823,1.04,19.99,14.52,6.41
340	,2369.TW,菱生,27.3,1.68,24775,1.34,17.61,21.12,0
341	,2371.TW,大同,38.5,-0.9,101620,1.08,24.42,23.25,1.31
342	,2373.TW,震旦行,89.5,0.11,15,0,1.92,0.04,0
343	,2374.TW,佳能,20.8,-5.02,12593,0.12,6.8,16.1,0
344	,2375.TW,凱美,93.6,1.3,2105,0.29,7.36,31.74,0
345	,2376.TW,技嘉,138,-2.13,15062,1.25,41.8,12.33,7.8
346	,2377.TW,微星,165,-0.6,4307,0.09,49.14,2.82,4.6
347	,2379.TW,瑞昱,548,0.18,734,0.06,60.21,2.24,3
348	,2380.TW,虹光,10.95,9.61,2135,0,1.23,0,0
349	,2382.TW,廣達,86.5,-0.46,6334,0.01,32.17,0.33,2.62
350	,2383.TW,台光電,233,2.42,1422,0.15,39.85,2.93,5.59
351	,2385.TW,群光,81.6,0.25,1151,0.03,43.12,2.11,4.32
352	,2387.TW,精元,43.7,-0.34,321,0.01,4.61,12.74,2.43
353	,2388.TW,威盛,90.5,0,17846,3.82,9.49,12.44,0.01
354	,2390.TW,云辰,21.95,3.54,4479,0.56,2.03,23.32,0
355	,2392.TW,正崴,39.7,1.53,1123,0.01,12.08,4.25,0
356	,2393.TW,億光,52.1,2.16,3545,0.06,41.26,4.56,0.07
357	,2395.TW,研華,389,1.7,271,0,43.3,0.04,0.6
358	,2397.TW,友通,57.3,1.06,30,0,23.87,2.9,0
359	,2399.TW,映泰,23.55,-1.87,7672,0.9,10.1,25.79,0
360	,2401.TW,凌陽,41.15,0.86,9995,1.3,13.7,19.09,0.01
361	,2402.TW,毅嘉,17.15,1.48,806,0.01,12.37,11.01,0.01
362	,2404.TW,漢唐,189,-0.53,252,0.04,30.27,4.4,4.25
363	,2405.TW,浩鑫,12.2,-0.41,672,0,9.32,0,0
364	,2406.TW,國碩,23.1,2.21,4404,1.01,5.45,22.32,0
365	,2408.TW,南亞科,75.4,8.33,50485,0.47,19.63,2.67,1.37
366	,2409.TW,友達,21.85,0,140626,1.04,33.32,12.44,4.24
367	,2412.TW,中華電,112.5,-0.44,5631,0,17.31,0.05,0.58
368	,2413.TW,環科,20.05,5.25,1094,0.01,1.14,9.95,0
369	,2414.TW,精技,40.05,-0.62,363,0.03,9.39,1.39,0.07
370	,2415.TW,錩新,47.25,1.83,866,1.11,3.36,15.36,0
