符合條件商品
資料日期：2022年  2月 24日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(02/24),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:28 符合檔數(33)
1	,2542.TW,興富發,40.35,-3.93,8630,48.35,0.22,20,自連賣
2	,2406.TW,國碩,18.8,-1.05,970,23.65,-20.51,11,自連賣
3	,2006.TW,東和鋼鐵,53.2,0.95,1881,67,-13.79,10,自連賣
4	,3028.TW,增你強,28.6,1.06,236,35.2,-9.09,8,自連賣
5	,2905.TW,三商,15.05,-0.66,352,21.25,-24.07,7,自連賣
6	,3264.TW,欣銓,49.85,-0.89,1243,49.2,7.37,7,自連賣
7	,2009.TW,第一銅,31.95,0.79,2420,42.2,-21.34,6,自連賣
8	,2375.TW,凱美,56,-0.36,155,87.3,-44.9,6,自連賣
9	,3023.TW,信邦,275.5,-0.18,232,270.5,4.39,6,自連賣
10	,3033.TW,威健,26.5,0,428,30.3,-2.36,6,自連賣
11	,3211.TW,順達,73.1,-0.14,70,100,-15.69,6,自連賣
12	,3596.TW,智易,98.3,-0.2,490,117.5,-10.8,6,自連賣
13	,4562.TW,穎漢,15.3,0.33,16,15.5,-1.29,6,自連賣
14	,4904.TW,遠傳,65.7,-0.3,2525,70,-2.32,6,自連賣
15	,8215.TW,明基材,32.2,-2.72,1195,33.65,0.81,6,自連賣
16	,2231.TW,為升,142,-2.07,335,152.5,3.16,5,自連賣
17	,2331.TW,精英,21.45,-0.46,679,19.4,10.57,5,自連賣
18	,2353.TW,宏碁,23.15,0.22,5082,28.9,-11.98,5,自連賣
19	,2363.TW,矽統,15.95,-0.93,935,21.95,-17.27,5,自連賣
20	,2404.TW,漢唐,182,-2.41,755,173,14.04,5,自連賣
21	,2408.TW,南亞科,51.4,-0.58,5241,76.3,-27.96,5,自連賣
22	,2436.TW,偉詮電,42,0.84,593,87.1,-49.08,5,自連賣
23	,2449.TW,京元電子,36.4,-1.75,4505,42.75,-8.06,5,自連賣
24	,2884.TW,玉山金,24.1,-1.03,10272,29.6,-11.07,5,自連賣
25	,3305.TW,昇貿,40.05,1.78,376,69.2,-39.09,5,自連賣
26	,4915.TW,致伸,55.1,-0.9,3460,51.9,12.08,5,自連賣
27	,5299.TW,杰力,113,0.89,114,184,-33.37,5,自連賣
28	,6121.TW,新普,288.5,-0.35,276,309.5,8.55,5,自連賣
29	,6182.TW,合晶,41.8,-0.36,1757,71.5,-39.86,5,自連賣
30	,6239.TW,力成,81.3,0.62,1926,92.7,-5.17,5,自連賣
31	,6491.TW,晶碩,404.5,-1.94,432,445,-7.24,5,自連賣
32	,8027.TW,鈦昇,51.7,-2.45,239,68.3,-22.47,5,自連賣
33	,8261.TW,富鼎,106,-0.47,888,100,11.67,5,自連賣
