符合條件商品
資料日期：2022年  1月  5日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(01/05),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:32 符合檔數(23)
1	,2542.TW,興富發,40.35,-3.93,8630,46.1,5.11,20,自連賣
2	,2034.TW,允強,29.6,-0.5,3354,32,-2.15,12,自連賣
3	,2028.TW,威致,29.2,0.69,4120,43,-24.39,11,自連賣
4	,1909.TW,榮成,15.55,-0.32,1849,23.8,-29.38,8,自連賣
5	,4128.TW,中天,66.8,-2.2,19523,65.6,11.69,8,自連賣
6	,2426.TW,鼎元,16.9,-0.59,149,27.8,-36.01,7,自連賣
7	,2006.TW,東和鋼鐵,53.2,0.95,1881,65.9,-12.34,6,自連賣
8	,2481.TW,強茂,60.4,-0.33,2094,102,-37.49,6,自連賣
9	,3484.TW,崧騰,43,-0.69,72,88.2,-47.8,6,自連賣
10	,6191.TW,精成科,27.6,-1.08,433,37.65,-21.97,6,自連賣
11	,8040.TW,九暘,54.7,1.3,584,71.5,-22.35,6,自連賣
12	,8110.TW,華東,11.6,-1.28,672,18.1,-35.23,6,自連賣
13	,8121.TW,越峰,25.05,-1.38,169,50,-49.9,6,自連賣
14	,8215.TW,明基材,32.2,-2.72,1195,37.55,-9.68,6,自連賣
15	,2436.TW,偉詮電,42,0.84,593,93,-52.31,5,自連賣
16	,3152.TW,璟德,179.5,-0.28,16,339,-44.55,5,自連賣
17	,4743.TW,合一,259.5,-1.14,14786,275.5,-5.81,5,自連賣
18	,4927.TW,泰鼎-KY,54.5,-0.73,593,128.5,-54.84,5,自連賣
19	,6233.TW,旺玖,20.55,-0.96,152,34.25,-40,5,自連賣
20	,6271.TW,同欣電,201,-4.29,2372,296.5,-35.59,5,自連賣
21	,6441.TW,廣錠,53.6,2.1,584,54.5,-1.65,5,自連賣
22	,6531.TW,愛普*,170,0,2500,476,-63.35,5,自連賣
23	,8054.TW,安國,31.05,-0.16,145,57.4,-43.42,5,自連賣
