符合條件商品
資料日期：2022年  3月 31日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/31),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:23 符合檔數(20)
1	,2542.TW,興富發,40.35,-3.93,8630,45.4,6.72,13,自連賣
2	,2338.TW,光罩,86.3,0.94,3470,96.9,-8.6,9,自連賣
3	,2017.TW,官田鋼,14.2,-1.05,653,19.35,-18.58,7,自連賣
4	,3710.TW,連展投控,11.25,2.27,1915,14.3,-21.33,7,自連賣
5	,1314.TW,中石化,9.86,-1,4928,12.15,-15.51,6,自連賣
6	,4974.TW,亞泰,57.5,0,115,55.9,11.48,6,自連賣
7	,6147.TW,頎邦,58.6,0.51,604,69.1,-5.76,6,自連賣
8	,6485.TW,點序,66,-1.35,363,144.5,-51.15,6,自連賣
9	,1305.TW,華夏,26.5,1.15,17566,35,-16.82,5,自連賣
10	,1711.TW,永光,18.4,-1.08,779,26,-27.62,5,自連賣
11	,2013.TW,中鋼構,59.3,-0.84,197,57.6,6.94,5,自連賣
12	,2344.TW,華邦電,20.1,-0.99,9528,31.2,-33.09,5,自連賣
13	,2392.TW,正崴,36.85,-0.94,578,37.85,2.05,5,自連賣
14	,3034.TW,聯詠,301.5,-0.17,3163,426.5,-14.69,5,自連賣
15	,3228.TW,金麗科,187,-1.32,123,375.5,-50.2,5,自連賣
16	,3312.TW,弘憶股,17.65,-1.12,87,23.9,-17.95,5,自連賣
17	,3324.TW,雙鴻,151,-0.66,649,205,-23.62,5,自連賣
18	,3491.TW,昇達科,136.5,1.11,719,190,-26.01,5,自連賣
19	,3551.TW,世禾,58,0,44,69.5,-11.29,5,自連賣
20	,6175.TW,立敦,32.3,-0.77,206,43.5,-22.17,5,自連賣
