符合條件商品
資料日期：2021年 11月 29日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/29),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:37 符合檔數(39)
1	,2881.TW,富邦金,56.7,-0.18,6587,73.5,-13.91,20,自連賣
2	,6176.TW,瑞儀,106,0.47,1064,96.5,19.65,17,自連賣
3	,1449.TW,佳和,16.75,9.84,963,15.05,-23.31,15,自連賣
4	,2404.TW,漢唐,182,-2.41,755,177.5,11.14,12,自連賣
5	,2883.TW,開發金,12.7,-0.78,8936,16.2,-15.67,8,自連賣
6	,3023.TW,信邦,275.5,-0.18,232,258,9.45,8,自連賣
7	,4906.TW,正文,27.35,0.18,879,27.05,7.21,8,自連賣
8	,4968.TW,立積,113.5,2.25,1398,279,-58.3,8,自連賣
9	,6525.TW,捷敏-KY,69.3,-0.29,80,93,-20.12,8,自連賣
10	,8150.TW,南茂,32.9,1.23,1428,44.65,-18.48,8,自連賣
11	,1609.TW,大亞,20.5,0.49,2261,24.25,-9.01,7,自連賣
12	,2409.TW,友達,15.4,0.65,36394,20.65,-26.03,7,自連賣
13	,8442.TW,威宏-KY,75.4,0.27,33,42.5,79.69,7,自連賣
14	,2104.TW,國際中橡,19.6,0.77,1331,25.7,-22.96,6,自連賣
15	,2338.TW,光罩,86.3,0.94,3470,97.5,-9.16,6,自連賣
16	,2363.TW,矽統,15.95,-0.93,935,24.85,-26.94,6,自連賣
17	,2486.TW,一詮,21.55,-0.23,1380,53.6,-59.27,6,自連賣
18	,3596.TW,智易,98.3,-0.2,490,105.5,-0.66,6,自連賣
19	,4551.TW,智伸科,146,-0.68,691,181,-16.8,6,自連賣
20	,5371.TW,中光電,55,-0.36,3464,78.8,-24.88,6,自連賣
21	,6282.TW,康舒,30.4,0.83,1860,34.5,-9.06,6,自連賣
22	,1537.TW,廣隆,136.5,-0.36,24,137.5,4.29,5,自連賣
23	,2376.TW,技嘉,106.5,1.43,5227,132,-7.26,5,自連賣
24	,2428.TW,興勤,119,-0.42,110,148,-15.89,5,自連賣
25	,2888.TW,新光金,8.75,-0.57,13386,10.65,-14.13,5,自連賣
26	,3034.TW,聯詠,301.5,-0.17,3163,470,-22.58,5,自連賣
27	,3088.TW,艾訊,58.2,1.04,164,51.7,18.63,5,自連賣
28	,3481.TW,群創,11.1,0,42046,17.85,-32.28,5,自連賣
29	,3530.TW,晶相光,71.8,-0.42,57,140,-46.41,5,自連賣
30	,3625.TW,西勝,12.85,-0.39,120,26.6,-51.69,5,自連賣
31	,5269.TW,祥碩,717,0.14,564,1855,-60.27,5,自連賣
32	,5289.TW,宜鼎,181.5,-1.36,100,200,-0.04,5,自連賣
33	,5434.TW,崇越,167.5,0.9,197,145,21.99,5,自連賣
34	,6237.TW,驊訊,44.8,0.22,249,104,-55.99,5,自連賣
35	,6451.TW,訊芯-KY,89.6,-2.71,809,94.9,-1.99,5,自連賣
36	,6510.TW,精測,490.5,-1.21,161,691,-26.37,5,自連賣
37	,6643.TW,M31,504,0,3247,390.5,32,5,自連賣
38	,8110.TW,華東,11.6,-1.28,672,17.75,-33.98,5,自連賣
39	,8358.TW,金居,51.3,-0.58,1372,76.3,-26.05,5,自連賣
