符合條件商品
資料日期：2022年  5月  5日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(05/05),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:18 符合檔數(17)
1	,2314.TW,台揚,38.25,-0.13,479,57.8,-33.82,19,自連賣
2	,4558.TW,寶緯,24.15,2.11,53,40.25,-34.98,13,自連賣
3	,2328.TW,廣宇,37.65,-1.7,2360,35.25,9.93,10,自連賣
4	,2498.TW,宏達電,55,-0.72,14502,51,7.84,10,自連賣
5	,2392.TW,正崴,36.85,-0.94,578,34.4,12.28,9,自連賣
6	,2945.TW,三商家購,42.25,0,0,59.8,-25.49,9,自連賣
7	,3380.TW,明泰,28.55,-1.04,598,29.05,1.03,9,自連賣
8	,5457.TW,宣德,49.5,-0.2,374,54.4,-4.33,8,自連賣
9	,6282.TW,康舒,30.4,0.83,1860,29.75,2.18,8,自連賣
10	,2614.TW,東森,23.3,1.75,3526,28.6,-23.53,6,自連賣
11	,3028.TW,增你強,28.6,1.06,236,38.15,-16.13,6,自連賣
12	,3257.TW,虹冠電,43.65,0.81,25,73.5,-36.19,6,自連賣
13	,3596.TW,智易,98.3,-0.2,490,121,-13.38,5,自連賣
14	,6257.TW,矽格,48.85,0.31,824,59.7,-10.91,5,自連賣
15	,6285.TW,啟碁,80.8,-2.3,4232,70.1,18.98,5,自連賣
16	,6547.TW,高端疫苗,71.1,0.28,1683,234,-54.95,5,自連賣
17	,9931.TW,欣高,39.1,0,2,40.45,0.08,5,自連賣
