符合條件商品
資料日期：2021年 11月 15日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/15),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:39 符合檔數(35)
1	,4904.TW,遠傳,65.7,-0.3,2525,63.8,7.18,19,自連賣
2	,1513.TW,中興電,66,0.15,12515,43.95,58.27,12,自連賣
3	,2881.TW,富邦金,56.7,-0.18,6587,74,-14.49,11,自連賣
4	,2108.TW,南帝,38.2,-0.26,608,79.5,-46.83,9,自連賣
5	,4938.TW,和碩,64.2,0.31,3317,68,2.05,9,自連賣
6	,8442.TW,威宏-KY,75.4,0.27,33,40.6,88.08,8,自連賣
7	,2441.TW,超豐,48.2,-2.33,4006,80.7,-35.32,7,自連賣
8	,3231.TW,緯創,29.9,-0.83,12268,28.75,13.52,7,自連賣
9	,3551.TW,世禾,58,0,44,70.4,-12.41,7,自連賣
10	,6176.TW,瑞儀,106,0.47,1064,97.9,17.94,7,自連賣
11	,1101.TW,台泥,34.05,-1.16,23484,48.6,-21.03,6,自連賣
12	,1434.TW,福懋,26.3,-0.19,479,29.8,-8.3,6,自連賣
13	,2301.TW,光寶科,64,-0.47,4678,61.8,9.76,6,自連賣
14	,2324.TW,仁寶,22.95,0.44,9576,23.7,5.13,6,自連賣
15	,2356.TW,英業達,26,0.19,6530,26.65,3.59,6,自連賣
16	,2385.TW,群光,87.2,0.11,1118,82,14.6,6,自連賣
17	,2449.TW,京元電子,36.4,-1.75,4505,42.15,-6.76,6,自連賣
18	,2542.TW,興富發,40.35,-3.93,8630,47.65,1.69,6,自連賣
19	,2704.TW,國賓,32,0.47,213,31.3,2.24,6,自連賣
20	,2809.TW,京城銀,33.9,-3.42,3989,41.2,-12.94,6,自連賣
21	,3044.TW,健鼎,96,1.59,1391,118,-12.95,6,自連賣
22	,3481.TW,群創,11.1,0,42046,17.2,-29.7,6,自連賣
23	,3680.TW,家登,254.5,0.79,478,264,-1.09,6,自連賣
24	,3702.TW,大聯大,47.8,-0.52,2583,52,-1.54,6,自連賣
25	,5522.TW,遠雄,58.5,0.34,1205,67.6,-3.66,6,自連賣
26	,1449.TW,佳和,16.75,9.84,963,15,-23.06,5,自連賣
27	,2331.TW,精英,21.45,-0.46,679,21.3,0.7,5,自連賣
28	,2377.TW,微星,119.5,1.7,2513,161,-19.11,5,自連賣
29	,2601.TW,益航,8.94,-1.54,2073,12.8,-30.16,5,自連賣
30	,3024.TW,憶聲,13.3,0,404,13.45,1.45,5,自連賣
31	,3033.TW,威健,26.5,0,428,31,-4.57,5,自連賣
32	,3515.TW,華擎,140.5,2.93,1979,239,-33.08,5,自連賣
33	,5324.TW,士開,8.43,-0.24,9,9.93,-15.11,5,自連賣
34	,9939.TW,宏全,86.9,2.12,1021,68.9,33.92,5,自連賣
35	,9958.TW,世紀鋼,88.9,-1.22,9352,109,-15.31,5,自連賣
