符合條件商品
資料日期：2021年 11月 23日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/23),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:38 符合檔數(28)
1	,2881.TW,富邦金,56.7,-0.18,6587,74.3,-14.84,17,自連賣
2	,4938.TW,和碩,64.2,0.31,3317,68.3,1.6,15,自連賣
3	,2441.TW,超豐,48.2,-2.33,4006,78.3,-33.33,13,自連賣
4	,6176.TW,瑞儀,106,0.47,1064,98.5,17.22,13,自連賣
5	,1101.TW,台泥,34.05,-1.16,23484,47.8,-19.71,12,自連賣
6	,1434.TW,福懋,26.3,-0.19,479,29.2,-6.41,12,自連賣
7	,2301.TW,光寶科,64,-0.47,4678,60.4,12.3,12,自連賣
8	,2324.TW,仁寶,22.95,0.44,9576,23.55,5.76,12,自連賣
9	,2356.TW,英業達,26,0.19,6530,25.8,7,12,自連賣
10	,2542.TW,興富發,40.35,-3.93,8630,46.2,4.89,12,自連賣
11	,2809.TW,京城銀,33.9,-3.42,3989,40.95,-12.43,12,自連賣
12	,3044.TW,健鼎,96,1.59,1391,122,-15.8,12,自連賣
13	,5522.TW,遠雄,58.5,0.34,1205,66,-1.32,12,自連賣
14	,1449.TW,佳和,16.75,9.84,963,16.05,-28.08,11,自連賣
15	,2357.TW,華碩,271,-1.63,1392,352.5,-11.46,9,自連賣
16	,5392.TW,能率,20.7,-0.48,100,25.1,-16.36,9,自連賣
17	,2404.TW,漢唐,182,-2.41,755,186,6.06,8,自連賣
18	,1102.TW,亞泥,41.55,0.24,6062,44.1,2.01,7,自連賣
19	,2382.TW,廣達,71.2,-0.97,4354,87.6,-11.85,7,自連賣
20	,2886.TW,兆豐金,30.55,-0.97,8425,34.1,-4.59,7,自連賣
21	,2915.TW,潤泰全,66.7,0.15,4192,104,-30.48,7,自連賣
22	,3189.TW,景碩,107,0,9581,232,-52.44,7,自連賣
23	,2368.TW,金像電,88.4,-1.12,3685,69.5,19.12,6,自連賣
24	,2458.TW,義隆,86.1,-1.71,718,168,-42.08,6,自連賣
25	,3016.TW,嘉晶,71.2,0.28,652,135.5,-46.66,6,自連賣
26	,1612.TW,宏泰,16.5,-1.2,304,25.15,-24.24,5,自連賣
27	,3178.TW,公準,62.4,0.16,23,75.4,-15.95,5,自連賣
28	,3529.TW,力旺,1350,1.12,770,2260,-39.54,5,自連賣
