符合條件商品
資料日期：2022年 10月  6日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/06),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 13:49 符合檔數(8)
1	,6706.TW,惠特,89.3,1.59,265,86.4,3.36,18,自連賣
2	,4577.TW,達航科技,31.15,0.16,67,30.95,0.65,9,自連賣
3	,6585.TW,鼎基,55.9,6.88,488,52.1,7.29,8,自連賣
4	,8411.TW,福貞-KY,13.1,-0.76,94,14.4,-9.03,7,自連賣
5	,1477.TW,聚陽,238.5,0,510,198.5,20.15,5,自連賣
6	,2731.TW,雄獅,102.5,0.99,1497,96.2,6.55,5,自連賣
7	,5371.TW,中光電,55,-0.36,3464,55.7,-1.26,5,自連賣
8	,6570.TW,維田,46.7,1.19,165,52.5,-11.05,5,自連賣
