符合條件商品
資料日期：2021年 12月 14日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/14),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:35 符合檔數(46)
1	,1314.TW,中石化,9.86,-1,4928,12.25,-16.16,14,自連賣
2	,1316.TW,上曜,11.85,-1.25,498,20.3,-46.19,11,自連賣
3	,1101.TW,台泥,34.05,-1.16,23484,47,-18.35,9,自連賣
4	,1102.TW,亞泥,41.55,0.24,6062,43.05,4.5,9,自連賣
5	,1717.TW,長興,31.5,-1.25,930,36.2,-11.99,9,自連賣
6	,2108.TW,南帝,38.2,-0.26,608,78.8,-46.36,9,自連賣
7	,2458.TW,義隆,86.1,-1.71,718,154.5,-37.02,9,自連賣
8	,2883.TW,開發金,12.7,-0.78,8936,16.6,-17.75,9,自連賣
9	,2915.TW,潤泰全,66.7,0.15,4192,92.5,-21.83,9,自連賣
10	,3044.TW,健鼎,96,1.59,1391,122.5,-16.15,9,自連賣
11	,2408.TW,南亞科,51.4,-0.58,5241,74.8,-26.52,8,自連賣
12	,2542.TW,興富發,40.35,-3.93,8630,46.5,4.21,8,自連賣
13	,3028.TW,增你強,28.6,1.06,236,33.15,-3.48,8,自連賣
14	,3556.TW,禾瑞亞,55.5,-1.42,65,72.9,-14.56,8,自連賣
15	,3576.TW,聯合再生,20.4,-0.73,3970,21.5,-5.12,8,自連賣
16	,1460.TW,宏遠,7.14,-0.7,336,9.49,-24.76,7,自連賣
17	,2303.TW,聯電,41.95,-2.1,34060,62.4,-28.41,7,自連賣
18	,2369.TW,菱生,13.2,-1.49,383,25.75,-44.42,7,自連賣
19	,2436.TW,偉詮電,42,0.84,593,88.5,-49.88,7,自連賣
20	,3042.TW,晶技,83,0.73,539,99.2,-8.81,7,自連賣
21	,5371.TW,中光電,55,-0.36,3464,79.8,-25.83,7,自連賣
22	,5471.TW,松翰,51.1,-1.73,859,90,-36.71,7,自連賣
23	,6205.TW,詮欣,70.9,-0.7,430,61.2,19.64,7,自連賣
24	,6261.TW,久元,58,-0.51,75,81.3,-23.31,7,自連賣
25	,6435.TW,大中,99,-0.3,127,138.5,-24.1,7,自連賣
26	,6531.TW,愛普*,170,0,2500,481,-63.73,7,自連賣
27	,2404.TW,漢唐,182,-2.41,755,172.5,14.36,6,自連賣
28	,2441.TW,超豐,48.2,-2.33,4006,75.8,-31.14,6,自連賣
29	,2607.TW,榮運,29.1,1.39,5367,28.3,4.23,6,自連賣
30	,3511.TW,矽瑪,33.7,-0.74,177,37.85,-7.62,6,自連賣
31	,4743.TW,合一,259.5,-1.14,14786,285,-8.95,6,自連賣
32	,4938.TW,和碩,64.2,0.31,3317,67.5,2.8,6,自連賣
33	,4958.TW,臻鼎-KY,108,-1.37,2633,97.1,16.47,6,自連賣
34	,5236.TW,凌陽創新,67.6,0.15,48,153,-51.07,6,自連賣
35	,2201.TW,裕隆,59.1,-1.01,17319,41.1,49.28,5,自連賣
36	,2331.TW,精英,21.45,-0.46,679,22.2,-3.38,5,自連賣
37	,2353.TW,宏碁,23.15,0.22,5082,28.75,-11.51,5,自連賣
38	,3317.TW,尼克森,54.9,-0.18,176,76.6,-26.97,5,自連賣
39	,4952.TW,凌通,47.85,0.1,191,66.4,-22.14,5,自連賣
40	,5356.TW,協益,20.55,0,36,30.05,-27.54,5,自連賣
41	,6142.TW,友勁,10.55,2.43,2213,11.25,-6.22,5,自連賣
42	,6525.TW,捷敏-KY,69.3,-0.29,80,89.5,-17,5,自連賣
43	,6643.TW,M31,504,0,3247,374,37.82,5,自連賣
44	,8054.TW,安國,31.05,-0.16,145,59.9,-45.78,5,自連賣
45	,8086.TW,宏捷科,67.7,1.04,620,139.5,-49.47,5,自連賣
46	,8121.TW,越峰,25.05,-1.38,169,56,-55.27,5,自連賣
