符合條件商品
資料日期：2022年 10月  5日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/05),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 13:49 符合檔數(7)
1	,6706.TW,惠特,89.3,1.59,265,86.3,3.48,17,自連賣
2	,3228.TW,金麗科,187,-1.32,123,250,-25.2,10,自連賣
3	,4577.TW,達航科技,31.15,0.16,67,31.15,0,8,自連賣
4	,6585.TW,鼎基,55.9,6.88,488,51.9,7.71,7,自連賣
5	,6279.TW,胡連,149.5,-1.64,1303,169,-11.54,6,自連賣
6	,8411.TW,福貞-KY,13.1,-0.76,94,14.4,-9.03,6,自連賣
7	,8938.TW,明安,94.7,-0.53,233,91.4,3.61,5,自連賣
