符合條件商品
資料日期：2021年 11月 24日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/24),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:38 符合檔數(22)
1	,2881.TW,富邦金,56.7,-0.18,6587,74.4,-14.95,18,自連賣
2	,6176.TW,瑞儀,106,0.47,1064,98.4,17.35,14,自連賣
3	,2356.TW,英業達,26,0.19,6530,25.95,6.38,13,自連賣
4	,3044.TW,健鼎,96,1.59,1391,120.5,-14.76,13,自連賣
5	,1449.TW,佳和,16.75,9.84,963,15.9,-27.43,12,自連賣
6	,5392.TW,能率,20.7,-0.48,100,25,-16.02,10,自連賣
7	,2404.TW,漢唐,182,-2.41,755,180,9.6,9,自連賣
8	,1102.TW,亞泥,41.55,0.24,6062,43.35,3.8,8,自連賣
9	,2458.TW,義隆,86.1,-1.71,718,166,-41.38,7,自連賣
10	,1612.TW,宏泰,16.5,-1.2,304,25.2,-24.38,6,自連賣
11	,3178.TW,公準,62.4,0.16,23,76.1,-16.72,6,自連賣
12	,2883.TW,開發金,12.7,-0.78,8936,16.8,-18.69,5,自連賣
13	,3023.TW,信邦,275.5,-0.18,232,258,9.45,5,自連賣
14	,3059.TW,華晶科,33.4,-0.45,748,39.1,-12.95,5,自連賣
15	,4906.TW,正文,27.35,0.18,879,27.85,4.11,5,自連賣
16	,4968.TW,立積,113.5,2.25,1398,304.5,-61.79,5,自連賣
17	,5299.TW,杰力,113,0.89,114,187.5,-34.61,5,自連賣
18	,6525.TW,捷敏-KY,69.3,-0.29,80,96.7,-23.18,5,自連賣
19	,6756.TW,威鋒電子,191,-2.05,282,560,-64.96,5,自連賣
20	,6781.TW,AES-KY,680,1.34,965,1465,-52.9,5,自連賣
21	,8150.TW,南茂,32.9,1.23,1428,46.55,-21.82,5,自連賣
22	,8155.TW,博智,108,-1.37,385,141,-19.54,5,自連賣
