符合條件商品
資料日期：2022年  3月  1日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/01),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:28 符合檔數(15)
1	,2542.TW,興富發,40.35,-3.93,8630,49.45,-2.02,20,自連賣
2	,2406.TW,國碩,18.8,-1.05,970,24.65,-23.73,13,自連賣
3	,3028.TW,增你強,28.6,1.06,236,36.25,-11.73,10,自連賣
4	,2905.TW,三商,15.05,-0.66,352,21.65,-25.46,9,自連賣
5	,3596.TW,智易,98.3,-0.2,490,117.5,-10.8,8,自連賣
6	,4915.TW,致伸,55.1,-0.9,3460,52.9,9.96,7,自連賣
7	,6121.TW,新普,288.5,-0.35,276,315.5,6.49,7,自連賣
8	,2852.TW,第一保,15.8,0.32,77,14.95,14.41,6,自連賣
9	,6684.TW,安格,45.4,-0.87,27,150.5,-64.66,6,自連賣
10	,1533.TW,車王電,49.75,-1.09,173,59.4,-15.83,5,自連賣
11	,2102.TW,泰豐,20.45,-1.21,355,27.55,-25.77,5,自連賣
12	,4128.TW,中天,66.8,-2.2,19523,63.2,15.93,5,自連賣
13	,4726.TW,永昕,38.2,1.06,530,42.1,-9.26,5,自連賣
14	,8086.TW,宏捷科,67.7,1.04,620,106.5,-33.81,5,自連賣
15	,8415.TW,大國鋼,38.35,-0.78,181,40.2,0.42,5,自連賣
