符合條件商品
資料日期：2022年 11月 11日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/11),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 13:35 符合檔數(26)
1	,2889.TW,國票金,11.35,0,2314,11.35,0,13,自連賣
2	,2474.TW,可成,169,-1.74,2651,180,-6.11,12,自連賣
3	,3005.TW,神基,43.55,0.35,857,40.5,7.53,10,自連賣
4	,1301.TW,台塑,86.8,-0.46,6046,87.7,-1.03,7,自連賣
5	,9941.TW,裕融,156.5,0,327,146,7.19,7,自連賣
6	,2633.TW,台灣高鐵,28.75,-0.52,2418,28.2,1.95,6,自連賣
7	,6153.TW,嘉聯益,23.85,-2.05,2220,28,-14.82,6,自連賣
8	,1504.TW,東元,27.25,-0.37,1749,29.65,-8.09,5,自連賣
9	,1737.TW,臺鹽,32.15,0,25,30.95,3.88,5,自連賣
10	,2313.TW,華通,45.95,-1.08,9582,47.95,-4.17,5,自連賣
11	,2332.TW,友訊,15.6,0,3528,14.9,4.7,5,自連賣
12	,2345.TW,智邦,237.5,-6.5,4085,261.5,-9.18,5,自連賣
13	,2376.TW,技嘉,106.5,1.43,5227,101,5.45,5,自連賣
14	,2457.TW,飛宏,41,-1.2,4773,36.8,11.41,5,自連賣
15	,2888.TW,新光金,8.75,-0.57,13386,8.53,2.58,5,自連賣
16	,3023.TW,信邦,275.5,-0.18,232,278,-0.9,5,自連賣
17	,3047.TW,訊舟,15.6,-1.27,2156,15.8,-1.27,5,自連賣
18	,3711.TW,日月光投控,93.8,-3.6,11870,90.4,3.76,5,自連賣
19	,5534.TW,長虹,73.6,2.22,690,71.1,3.52,5,自連賣
20	,6118.TW,建達,35.35,-0.98,2147,33.2,6.48,5,自連賣
21	,6125.TW,廣運,25.45,0.79,1033,25,1.8,5,自連賣
22	,6443.TW,元晶,34.1,1.19,7879,31.25,9.12,5,自連賣
23	,8040.TW,九暘,54.7,1.3,584,60,-8.83,5,自連賣
24	,8131.TW,福懋科,38.4,-0.78,269,39.35,-2.41,5,自連賣
25	,8390.TW,金益鼎,36.8,-2.26,415,32.25,14.11,5,自連賣
26	,9904.TW,寶成,34.05,0.44,6898,28.9,17.82,5,自連賣
