符合條件商品
資料日期：2021年 11月 25日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/25),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:38 符合檔數(24)
1	,2881.TW,富邦金,56.7,-0.18,6587,74.3,-14.84,19,自連賣
2	,6176.TW,瑞儀,106,0.47,1064,98.2,17.58,15,自連賣
3	,2356.TW,英業達,26,0.19,6530,26,6.21,14,自連賣
4	,1449.TW,佳和,16.75,9.84,963,15.45,-25.29,13,自連賣
5	,2404.TW,漢唐,182,-2.41,755,178.5,10.52,10,自連賣
6	,1102.TW,亞泥,41.55,0.24,6062,42.35,6.24,9,自連賣
7	,3178.TW,公準,62.4,0.16,23,76.9,-17.59,7,自連賣
8	,2883.TW,開發金,12.7,-0.78,8936,16.8,-18.69,6,自連賣
9	,3023.TW,信邦,275.5,-0.18,232,260,8.61,6,自連賣
10	,4906.TW,正文,27.35,0.18,879,27.75,4.51,6,自連賣
11	,4968.TW,立積,113.5,2.25,1398,292,-60.15,6,自連賣
12	,5299.TW,杰力,113,0.89,114,187.5,-34.61,6,自連賣
13	,6525.TW,捷敏-KY,69.3,-0.29,80,95,-21.8,6,自連賣
14	,8150.TW,南茂,32.9,1.23,1428,46.25,-21.31,6,自連賣
15	,1609.TW,大亞,20.5,0.49,2261,25,-11.75,5,自連賣
16	,2065.TW,世豐,50.9,-0.2,24,48.05,20.64,5,自連賣
17	,2406.TW,國碩,18.8,-1.05,970,23.6,-20.34,5,自連賣
18	,2409.TW,友達,15.4,0.65,36394,21.05,-27.43,5,自連賣
19	,3293.TW,鈊象,425.5,-0.23,3602,781,16.41,5,自連賣
20	,3380.TW,明泰,28.55,-1.04,598,29.55,-0.7,5,自連賣
21	,3528.TW,安馳,50,-0.99,7,49.6,8.86,5,自連賣
22	,6116.TW,彩晶,11.1,0.91,3518,16.05,-25.15,5,自連賣
23	,8442.TW,威宏-KY,75.4,0.27,33,42.8,78.42,5,自連賣
24	,8924.TW,大田,120.5,0.42,199,155.5,-13.97,5,自連賣
