符合條件商品
資料日期：2022年 12月 16日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/16),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 13:31 符合檔數(23)
1	,2882.TW,國泰金,41.15,1.86,33982,40.2,2.36,20,自連賣
2	,6811.TW,宏碁資訊,133,-0.37,7,132,0.76,20,自連賣
3	,6835.TW,圓裕,39.2,-2,415,38.3,2.35,20,自連賣
4	,8411.TW,福貞-KY,13.1,-0.76,94,13.1,0,20,自連賣
5	,6806.TW,森崴能源,82.9,0.61,8626,76.7,8.08,15,自連賣
6	,6546.TW,正基,71.1,-0.7,189,74.6,-4.69,11,自連賣
7	,6469.TW,大樹,283.5,-1.56,247,284.5,-0.35,10,自連賣
8	,4958.TW,臻鼎-KY,108,-1.37,2633,114.5,-5.68,9,自連賣
9	,6182.TW,合晶,41.8,-0.36,1757,43.65,-4.24,9,自連賣
10	,6683.TW,雍智科技,189.5,0.26,103,187.5,1.07,8,自連賣
11	,2497.TW,怡利電,72.9,-0.82,961,78.3,-6.9,6,自連賣
12	,6237.TW,驊訊,44.8,0.22,249,46.2,-3.03,6,自連賣
13	,8183.TW,精星,54.1,-0.18,400,56.4,-4.08,6,自連賣
14	,1760.TW,寶齡富錦,190,8.57,30709,179.5,5.85,5,自連賣
15	,2498.TW,宏達電,55,-0.72,14502,57.2,-3.85,5,自連賣
16	,3374.TW,精材,99.5,-1.49,1508,102.5,-2.93,5,自連賣
17	,4168.TW,醣聯,32.05,-0.31,1372,33.85,-5.32,5,自連賣
18	,4175.TW,杏一,75.4,-0.92,60,79.4,-5.04,5,自連賣
19	,4906.TW,正文,27.35,0.18,879,27.55,-0.73,5,自連賣
20	,6605.TW,帝寶,70.5,-0.98,237,73.8,-4.47,5,自連賣
21	,6670.TW,復盛應用,213,-0.7,244,221,-3.62,5,自連賣
22	,6715.TW,嘉基,130,-2.26,387,140.5,-7.47,5,自連賣
23	,8040.TW,九暘,54.7,1.3,584,53.2,2.82,5,自連賣
