符合條件商品
資料日期：2022年  8月 31日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(08/31),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:01 符合檔數(25)
1	,3026.TW,禾伸堂,89.9,0,51,89.3,0.67,20,自連賣
2	,8039.TW,台虹,41,-0.61,92,40.9,0.24,20,自連賣
3	,8121.TW,越峰,25.05,-1.38,169,31.85,-21.35,10,自連賣
4	,2614.TW,東森,23.3,1.75,3526,24.45,-4.7,9,自連賣
5	,3010.TW,華立,85.6,1.66,269,91.3,-6.24,9,自連賣
6	,3293.TW,鈊象,425.5,-0.23,3602,373,14.08,9,自連賣
7	,3209.TW,全科,35.5,-0.42,228,37.85,-6.21,8,自連賣
8	,3705.TW,永信,45.4,-0.77,5788,41.35,9.79,8,自連賣
9	,5371.TW,中光電,55,-0.36,3464,62.9,-12.56,8,自連賣
10	,2383.TW,台光電,176.5,-0.84,2034,162,8.95,7,自連賣
11	,1737.TW,臺鹽,32.15,0,25,32.95,-2.43,6,自連賣
12	,2605.TW,新興,20.65,-3.5,6563,21.45,-3.73,6,自連賣
13	,3708.TW,上緯投控,94.6,-1.77,1112,102,-7.25,6,自連賣
14	,4720.TW,德淵,14.05,0.72,90,17.15,-18.08,6,自連賣
15	,8086.TW,宏捷科,67.7,1.04,620,82,-17.44,6,自連賣
16	,8112.TW,至上,36.05,0.7,471,37.65,-4.25,6,自連賣
17	,2027.TW,大成鋼,43.15,-1.93,15303,39.55,9.1,5,自連賣
18	,2031.TW,新光鋼,44,-0.56,5573,38.2,15.18,5,自連賣
19	,2239.TW,英利-KY,59,-0.84,55,75.7,-22.06,5,自連賣
20	,2486.TW,一詮,21.55,-0.23,1380,24.8,-13.1,5,自連賣
21	,3023.TW,信邦,275.5,-0.18,232,283,-2.65,5,自連賣
22	,3218.TW,大學光,290,0.17,438,318.5,-8.95,5,自連賣
23	,4755.TW,三福化,119,0,366,153,-22.22,5,自連賣
24	,4763.TW,材料-KY,172,-4.44,2683,127.5,43.61,5,自連賣
25	,6691.TW,洋基工程,197,0.25,42,182,8.24,5,自連賣
