符合條件商品
資料日期：2022年  2月 15日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(02/15),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:29 符合檔數(17)
1	,2439.TW,美律,79.5,0.63,452,85,-1.79,18,自連賣
2	,2542.TW,興富發,40.35,-3.93,8630,47.1,2.88,15,自連賣
3	,3211.TW,順達,73.1,-0.14,70,100.5,-16.11,9,自連賣
4	,2474.TW,可成,169,-1.74,2651,152,17.84,6,自連賣
5	,3033.TW,威健,26.5,0,428,30.2,-2.03,6,自連賣
6	,6683.TW,雍智科技,189.5,0.26,103,264,-25.32,6,自連賣
7	,1795.TW,美時,232,0.22,11755,85.8,174.36,5,自連賣
8	,1909.TW,榮成,15.55,-0.32,1849,22.3,-24.62,5,自連賣
9	,2351.TW,順德,99.5,1.22,927,143.5,-28.85,5,自連賣
10	,2353.TW,宏碁,23.15,0.22,5082,28.55,-10.89,5,自連賣
11	,2883.TW,開發金,12.7,-0.78,8936,19.15,-28.69,5,自連賣
12	,3483.TW,力致,54.3,0.18,103,82,-30.47,5,自連賣
13	,4562.TW,穎漢,15.3,0.33,16,15.6,-1.92,5,自連賣
14	,5536.TW,聖暉*,102.5,-0.97,167,220.5,1.01,5,自連賣
15	,6191.TW,精成科,27.6,-1.08,433,34.65,-15.21,5,自連賣
16	,6756.TW,威鋒電子,191,-2.05,282,462,-57.53,5,自連賣
17	,8183.TW,精星,54.1,-0.18,400,54.1,2.19,5,自連賣
