符合條件商品
資料日期：2021年 11月  5日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/05),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:40 符合檔數(31)
1	,4904.TW,遠傳,65.7,-0.3,2525,62,10.29,13,自連賣
2	,2412.TW,中華電,112.5,-0.44,6521,111,5.06,12,自連賣
3	,2105.TW,正新,33.75,-0.74,1203,34.15,2.27,9,自連賣
4	,8478.TW,東哥遊艇,297,1.02,2514,82.4,269.68,9,自連賣
5	,1725.TW,元禎,20.15,-0.74,8,29.3,-27.44,8,自連賣
6	,9945.TW,潤泰新,43.65,-1.58,3379,67,0.85,8,自連賣
7	,2010.TW,春源,16.25,0.62,682,22.45,-23.6,7,自連賣
8	,2102.TW,泰豐,20.45,-1.21,355,27.35,-25.17,7,自連賣
9	,1449.TW,佳和,16.75,9.84,963,15,-23.06,6,自連賣
10	,1456.TW,怡華,15.85,3.93,61,23.6,-26.99,6,自連賣
11	,1513.TW,中興電,66,0.15,12515,41.25,68.63,6,自連賣
12	,1714.TW,和桐,8.73,0.23,870,10.5,-12.96,6,自連賣
13	,1723.TW,中碳,105.5,-0.47,103,117,-6.61,6,自連賣
14	,2420.TW,新巨,39.45,0,40,43.6,-2.88,6,自連賣
15	,2493.TW,揚博,43.15,0,51,37.8,21.86,6,自連賣
16	,3416.TW,融程電,83,0.36,22,82.8,6.41,6,自連賣
17	,5533.TW,皇鼎,17.45,-0.29,42,18.95,-3.38,6,自連賣
18	,5603.TW,陸海,23.4,2.63,1037,31.95,4.09,6,自連賣
19	,6177.TW,達麗,29.25,-0.17,238,30.05,7.81,6,自連賣
20	,8422.TW,可寧衛,177.5,0,124,214,-12.5,6,自連賣
21	,2208.TW,台船,19.5,-0.51,1938,22.15,-11.96,5,自連賣
22	,2491.TW,吉祥全,11.6,-2.11,267,24,-51.28,5,自連賣
23	,2881.TW,富邦金,56.7,-0.18,6587,72.5,-12.73,5,自連賣
24	,2915.TW,潤泰全,66.7,0.15,4192,102,-29.11,5,自連賣
25	,3008.TW,大立光,2140,0,324,2005,12.37,5,自連賣
26	,3021.TW,鴻名,20.3,-0.73,12,21.9,-3.24,5,自連賣
27	,5285.TW,界霖,61.2,0,133,113,-42.92,5,自連賣
28	,6224.TW,聚鼎,57.2,-2.39,189,120,-50.18,5,自連賣
29	,6290.TW,良維,54,-0.18,323,52.6,6.64,5,自連賣
30	,6641.TW,基士德-KY,53.7,1.51,0,56.8,1.9,5,自連賣
31	,8249.TW,菱光,27.35,0.92,91,26.3,10.46,5,自連賣
