符合條件商品
資料日期：2022年  9月 20日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(09/20),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 13:52 符合檔數(55)
1	,2885.TW,元大金,21.8,-0.91,10786,20.5,6.34,16,自連賣
2	,4577.TW,達航科技,31.15,0.16,67,34.25,-9.05,12,自連賣
3	,6548.TW,長科*,29.95,0,316,32.4,-5.49,11,自連賣
4	,4157.TW,太景*-KY,16.15,-1.52,3200,16.95,-4.72,10,自連賣
5	,2239.TW,英利-KY,59,-0.84,55,76.8,-23.18,9,自連賣
6	,2474.TW,可成,169,-1.74,2651,176,-3.98,9,自連賣
7	,8112.TW,至上,36.05,0.7,471,36.35,-0.83,9,自連賣
8	,2027.TW,大成鋼,43.15,-1.93,15303,39.35,9.66,7,自連賣
9	,2034.TW,允強,29.6,-0.5,3354,28.95,2.25,7,自連賣
10	,3714.TW,富采,46.6,-0.96,1148,46.3,0.65,7,自連賣
11	,4915.TW,致伸,55.1,-0.9,3460,67,-17.76,7,自連賣
12	,6585.TW,鼎基,55.9,6.88,488,63.6,-12.11,7,自連賣
13	,1560.TW,中砂,109.5,-1.35,2814,139.5,-21.51,6,自連賣
14	,1760.TW,寶齡富錦,190,8.57,30709,137,38.69,6,自連賣
15	,2227.TW,裕日車,191,-2.05,32,201.5,-5.21,6,自連賣
16	,3062.TW,建漢,23.55,0.21,1460,27.15,-13.26,6,自連賣
17	,3081.TW,聯亞,110.5,-0.9,1673,161.5,-31.58,6,自連賣
18	,3521.TW,鴻翊,23.55,0.64,667,26.45,-10.96,6,自連賣
19	,3532.TW,台勝科,142,-2.07,1152,163,-12.88,6,自連賣
20	,3596.TW,智易,98.3,-0.2,490,112.5,-12.62,6,自連賣
21	,4906.TW,正文,27.35,0.18,879,30,-8.83,6,自連賣
22	,5371.TW,中光電,55,-0.36,3464,60.4,-8.94,6,自連賣
23	,6111.TW,大宇資,61.4,3.89,5227,58.8,4.42,6,自連賣
24	,6120.TW,達運,9.05,2.38,1626,9.31,-2.79,6,自連賣
25	,6592.TW,和潤企業,100,-0.99,209,106.5,-6.1,6,自連賣
26	,6706.TW,惠特,89.3,1.59,265,94.5,-5.5,6,自連賣
27	,8028.TW,昇陽半導體,57.5,-2.87,2439,64.3,-10.58,6,自連賣
28	,8076.TW,伍豐,28.15,-0.35,431,30.3,-7.1,6,自連賣
29	,1440.TW,南紡,17.3,-1.42,812,18.15,-4.68,5,自連賣
30	,1522.TW,堤維西,26.15,-0.76,963,29.45,-11.21,5,自連賣
31	,1612.TW,宏泰,16.5,-1.2,304,16.5,0,5,自連賣
32	,1707.TW,葡萄王,160.5,-1.23,644,139.5,15.05,5,自連賣
33	,1723.TW,中碳,105.5,-0.47,103,113,-6.64,5,自連賣
34	,2345.TW,智邦,237.5,-6.5,4085,290.5,-18.24,5,自連賣
35	,2354.TW,鴻準,51.4,-1.15,1092,48.3,6.42,5,自連賣
36	,2419.TW,仲琦,24.15,-0.41,1040,27.9,-13.44,5,自連賣
37	,2743.TW,山富,58.2,-1.02,465,75.7,-23.12,5,自連賣
38	,2882.TW,國泰金,41.15,1.86,33982,43.05,-4.41,5,自連賣
39	,2913.TW,農林,21.45,-1.15,909,20.85,2.88,5,自連賣
40	,3162.TW,精確,49,-1.31,3011,52.4,-6.49,5,自連賣
41	,3552.TW,同致,141.5,1.07,902,176,-19.6,5,自連賣
42	,3665.TW,貿聯-KY,251,-2.33,1391,310,-19.03,5,自連賣
43	,3712.TW,永崴投控,27.45,-0.9,149,27.7,-0.9,5,自連賣
44	,4105.TW,東洋,82.8,0.24,1226,72.7,13.89,5,自連賣
45	,4564.TW,元翎,23.85,-0.21,147,27,-11.67,5,自連賣
46	,4739.TW,康普,94.9,-1.15,795,113,-16.02,5,自連賣
47	,4968.TW,立積,113.5,2.25,1398,113,0.44,5,自連賣
48	,5285.TW,界霖,61.2,0,133,76.6,-20.1,5,自連賣
49	,5289.TW,宜鼎,181.5,-1.36,100,166,9.34,5,自連賣
50	,5871.TW,中租-KY,216.5,0.46,2711,197.5,9.62,5,自連賣
51	,6285.TW,啟碁,80.8,-2.3,4232,85.6,-5.61,5,自連賣
52	,6605.TW,帝寶,70.5,-0.98,237,81.8,-13.81,5,自連賣
53	,8070.TW,長華*,30.65,-0.16,272,32.5,-3.49,5,自連賣
54	,8121.TW,越峰,25.05,-1.38,169,29.75,-15.8,5,自連賣
55	,9802.TW,鈺齊-KY,162,0.31,3063,183.5,-11.72,5,自連賣
