符合條件商品
資料日期：2022年  5月  6日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(05/06),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:18 符合檔數(30)
1	,4558.TW,寶緯,24.15,2.11,53,39.75,-34.16,14,自連賣
2	,2328.TW,廣宇,37.65,-1.7,2360,34.85,11.19,11,自連賣
3	,2945.TW,三商家購,42.25,0,0,59,-24.47,10,自連賣
4	,3380.TW,明泰,28.55,-1.04,598,28.25,3.89,10,自連賣
5	,6282.TW,康舒,30.4,0.83,1860,28.7,5.92,9,自連賣
6	,2614.TW,東森,23.3,1.75,3526,27.95,-21.76,7,自連賣
7	,3028.TW,增你強,28.6,1.06,236,37.9,-15.58,7,自連賣
8	,3257.TW,虹冠電,43.65,0.81,25,73,-35.75,7,自連賣
9	,3596.TW,智易,98.3,-0.2,490,109.5,-4.28,6,自連賣
10	,6257.TW,矽格,48.85,0.31,824,59.8,-11.05,6,自連賣
11	,6285.TW,啟碁,80.8,-2.3,4232,65.6,27.14,6,自連賣
12	,6547.TW,高端疫苗,71.1,0.28,1683,233.5,-54.85,6,自連賣
13	,9931.TW,欣高,39.1,0,2,39.8,1.72,6,自連賣
14	,1802.TW,台玻,21.2,0.24,12096,22.35,3.82,5,自連賣
15	,2013.TW,中鋼構,59.3,-0.84,197,56.4,9.21,5,自連賣
16	,2028.TW,威致,29.2,0.69,4120,36,-9.68,5,自連賣
17	,2317.TW,鴻海,101,0,15490,104,2.12,5,自連賣
18	,2412.TW,中華電,112.5,-0.44,6521,126.5,-7.81,5,自連賣
19	,2912.TW,統一超,268,-1.47,996,275,0.64,5,自連賣
20	,3163.TW,波若威,50.5,-0.2,828,46.35,11.23,5,自連賣
21	,3551.TW,世禾,58,0,44,63.3,-2.59,5,自連賣
22	,3689.TW,湧德,33.1,1.38,189,43.75,-19.45,5,自連賣
23	,3706.TW,神達,29.7,-0.17,1384,27.85,6.64,5,自連賣
24	,4114.TW,健喬,51.6,-0.58,48399,26.75,115.9,5,自連賣
25	,4155.TW,訊映,28.55,1.78,4554,22.75,31.14,5,自連賣
26	,6179.TW,亞通,24.4,1.88,231,31.1,-17.23,5,自連賣
27	,6412.TW,群電,74.5,2.48,374,70,6.43,5,自連賣
28	,8103.TW,瀚荃,31.9,0,42,38.75,-12.89,5,自連賣
29	,8422.TW,可寧衛,177.5,0,124,198,-5.43,5,自連賣
30	,9904.TW,寶成,34.05,0.44,6898,30.85,16.45,5,自連賣
