符合條件商品
資料日期：2021年 12月  7日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/07),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:36 符合檔數(40)
1	,2881.TW,富邦金,56.7,-0.18,6587,75.3,-15.96,20,自連賣
2	,9908.TW,大台北,31.45,0.96,26,33.15,-1.93,10,自連賣
3	,1314.TW,中石化,9.86,-1,4928,12.65,-18.85,9,自連賣
4	,2809.TW,京城銀,33.9,-3.42,3989,40.05,-10.46,9,自連賣
5	,4966.TW,譜瑞-KY,825,0.86,553,1960,-56.75,8,自連賣
6	,2505.TW,國揚,18.25,-0.82,64,23.65,-22.83,7,自連賣
7	,3081.TW,聯亞,110.5,-0.9,1673,191,-40.54,7,自連賣
8	,8103.TW,瀚荃,31.9,0,42,49.5,-31.81,7,自連賣
9	,1316.TW,上曜,11.85,-1.25,498,20.25,-46.04,6,自連賣
10	,1528.TW,恩德,10.1,0,151,11.3,-9.82,6,自連賣
11	,2009.TW,第一銅,31.95,0.79,2420,43.7,-24.06,6,自連賣
12	,2012.TW,春雨,23.9,0,133,30.45,-13.15,6,自連賣
13	,2534.TW,宏盛,22.85,0.22,2104,22.85,5.11,6,自連賣
14	,2801.TW,彰銀,17.25,-0.29,2566,16.7,7.28,6,自連賣
15	,2832.TW,台產,20.45,-0.24,88,20.1,5.52,6,自連賣
16	,2836.TW,高雄銀,12.5,-0.4,467,11.85,11.81,6,自連賣
17	,3357.TW,臺慶科,80.1,-0.5,17,128.5,-32.13,6,自連賣
18	,3529.TW,力旺,1350,1.12,770,1965,-30.46,6,自連賣
19	,3653.TW,健策,369.5,-0.81,1389,439,-5.49,6,自連賣
20	,4760.TW,勤凱,47.2,-0.84,22,94.3,-45.56,6,自連賣
21	,6214.TW,精誠,70,-0.28,922,85.3,-12.09,6,自連賣
22	,8114.TW,振樺電,110,0.92,219,108.5,4.93,6,自連賣
23	,8210.TW,勤誠,74.2,-1.07,96,73.5,5.8,6,自連賣
24	,1603.TW,華電,26.3,-0.75,181,26.6,0.77,5,自連賣
25	,1711.TW,永光,18.4,-1.08,779,26.2,-28.18,5,自連賣
26	,1725.TW,元禎,20.15,-0.74,8,34.65,-38.64,5,自連賣
27	,2312.TW,金寶,13.65,-1.09,2439,13.25,4.6,5,自連賣
28	,2362.TW,藍天,30.6,-0.81,111,32,2.17,5,自連賣
29	,2414.TW,精技,30.5,0.49,41,39.05,-14.9,5,自連賣
30	,2438.TW,翔耀,13.85,1.09,17,13.55,2.21,5,自連賣
31	,3037.TW,欣興,125,2.46,35224,216.5,-40.95,5,自連賣
32	,3231.TW,緯創,29.9,-0.83,12268,29.35,11.19,5,自連賣
33	,3416.TW,融程電,83,0.36,22,78,12.96,5,自連賣
34	,3587.TW,閎康,165,3.13,1620,137.5,24.3,5,自連賣
35	,3596.TW,智易,98.3,-0.2,490,110,-4.72,5,自連賣
36	,4906.TW,正文,27.35,0.18,879,28.7,1.03,5,自連賣
37	,6175.TW,立敦,32.3,-0.77,206,46.85,-27.72,5,自連賣
38	,6462.TW,神盾,62.9,0.8,86,110.5,-35.58,5,自連賣
39	,8155.TW,博智,108,-1.37,385,131.5,-13.73,5,自連賣
40	,9914.TW,美利達,171,-2.29,298,305,-41.94,5,自連賣
