符合條件商品
資料日期：2022年  3月 17日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/17),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:25 符合檔數(13)
1	,3710.TW,連展投控,11.25,2.27,1915,15.85,-29.02,11,自連賣
2	,1605.TW,華新,46.75,-1.68,42087,28.35,71.69,10,自連賣
3	,5285.TW,界霖,61.2,0,133,93.8,-31.23,10,自連賣
4	,1723.TW,中碳,105.5,-0.47,103,117,-6.61,8,自連賣
5	,1102.TW,亞泥,41.55,0.24,6062,48,-6.27,5,自連賣
6	,1904.TW,正隆,27.15,-1.09,381,34.7,-16.46,5,自連賣
7	,2105.TW,正新,33.75,-0.74,1203,35,-0.21,5,自連賣
8	,2114.TW,鑫永銓,98.8,1.23,5,130.5,-19.2,5,自連賣
9	,2352.TW,佳世達,27.5,1.66,4573,31.9,-6.11,5,自連賣
10	,2633.TW,台灣高鐵,28.75,-0.52,2418,28.9,2.24,5,自連賣
11	,3003.TW,健和興,70.4,0.28,187,83,-13.14,5,自連賣
12	,8027.TW,鈦昇,51.7,-2.45,239,68.7,-22.92,5,自連賣
13	,9940.TW,信義,27.2,-0.18,182,35.8,-17.38,5,自連賣
