符合條件商品
資料日期：2022年 11月 22日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/22),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 13:34 符合檔數(34)
1	,2889.TW,國票金,11.35,0,2314,11.65,-2.58,20,自連賣
2	,9941.TW,裕融,156.5,0,327,150,4.33,14,自連賣
3	,5534.TW,長虹,73.6,2.22,690,71.2,3.37,12,自連賣
4	,8131.TW,福懋科,38.4,-0.78,269,38.95,-1.41,12,自連賣
5	,2449.TW,京元電子,36.4,-1.75,4505,35.2,3.41,11,自連賣
6	,2722.TW,夏都,33.9,0.44,10,32.8,3.35,11,自連賣
7	,2882.TW,國泰金,41.15,1.86,33982,42.2,-2.49,11,自連賣
8	,1216.TW,統一,65.9,0,2803,63.8,3.29,10,自連賣
9	,1303.TW,南亞,70.3,-1.54,4616,75.8,-7.26,10,自連賣
10	,2801.TW,彰銀,17.25,-0.29,2566,17.05,1.17,10,自連賣
11	,1319.TW,東陽,41.05,0.37,2564,45.4,-9.58,9,自連賣
12	,2454.TW,聯發科,660,-0.15,2431,713,-7.43,9,自連賣
13	,1227.TW,佳格,39.4,-0.51,249,39.9,-1.25,8,自連賣
14	,2441.TW,超豐,48.2,-2.33,4006,48,0.42,8,自連賣
15	,1476.TW,儒鴻,492.5,1.23,1098,436.5,12.83,7,自連賣
16	,1717.TW,長興,31.5,-1.25,930,31.95,-1.41,7,自連賣
17	,2357.TW,華碩,271,-1.63,1392,261,3.83,7,自連賣
18	,2515.TW,中工,8.25,-0.48,1107,8.07,2.23,7,自連賣
19	,2885.TW,元大金,21.8,-0.91,10786,21.6,0.93,7,自連賣
20	,6220.TW,岳豐,25.85,0.78,423,25.95,-0.39,7,自連賣
21	,6811.TW,宏碁資訊,133,-0.37,7,123,8.13,7,自連賣
22	,8411.TW,福貞-KY,13.1,-0.76,94,12.65,3.56,7,自連賣
23	,1586.TW,和勤,33.5,-0.59,70,33.25,0.75,6,自連賣
24	,2006.TW,東和鋼鐵,53.2,0.95,1881,51.6,3.1,6,自連賣
25	,2610.TW,華航,19,-1.55,26392,16.95,12.09,6,自連賣
26	,3062.TW,建漢,23.55,0.21,1460,22.85,3.06,6,自連賣
27	,1217.TW,愛之味,10.9,0.46,1908,10.3,5.83,5,自連賣
28	,1605.TW,華新,46.75,-1.68,42087,42.6,9.74,5,自連賣
29	,2027.TW,大成鋼,43.15,-1.93,15303,39.8,8.42,5,自連賣
30	,3037.TW,欣興,125,2.46,35224,156,-19.87,5,自連賣
31	,6116.TW,彩晶,11.1,0.91,3518,11.35,-2.2,5,自連賣
32	,6830.TW,汎銓,98,-0.1,49,92.5,5.95,5,自連賣
33	,8040.TW,九暘,54.7,1.3,584,56.2,-2.67,5,自連賣
34	,8046.TW,南電,242,-0.41,10124,262,-7.63,5,自連賣
