符合條件商品
資料日期：2022年  2月  7日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(02/07),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:30 符合檔數(80)
1	,2406.TW,國碩,18.8,-1.05,970,25.95,-27.55,13,自連賣
2	,8028.TW,昇陽半導體,57.5,-2.87,2439,50.1,23.1,13,自連賣
3	,2439.TW,美律,79.5,0.63,452,89,-6.21,12,自連賣
4	,3691.TW,碩禾,101.5,0,155,179,-43.3,12,自連賣
5	,1708.TW,東鹼,40.75,-1.33,1193,32.8,29.82,11,自連賣
6	,2010.TW,春源,16.25,0.62,682,22.45,-23.6,11,自連賣
7	,2489.TW,瑞軒,9.93,1.02,1113,16.6,-33.27,11,自連賣
8	,2614.TW,東森,23.3,1.75,3526,34.05,-33.58,11,自連賣
9	,1201.TW,味全,19.05,0,164,21.6,-9.59,10,自連賣
10	,1402.TW,遠東新,31.55,-4.39,10632,29.3,13,10,自連賣
11	,2451.TW,創見,66.8,0.45,561,70.4,4,10,自連賣
12	,9938.TW,百和,59,4.8,4688,81.8,-23.34,10,自連賣
13	,2542.TW,興富發,40.35,-3.93,8630,47.05,2.99,9,自連賣
14	,5014.TW,建錩,18.95,2.16,16605,19.75,2.93,9,自連賣
15	,2329.TW,華泰,17.6,-1.68,1321,23.25,-19.41,8,自連賣
16	,3003.TW,健和興,70.4,0.28,187,85.7,-15.88,8,自連賣
17	,3189.TW,景碩,107,0,9581,202.5,-45.51,8,自連賣
18	,3357.TW,臺慶科,80.1,-0.5,17,122,-28.51,8,自連賣
19	,4123.TW,晟德,46.35,0.65,1096,59.7,-7.3,8,自連賣
20	,5483.TW,中美晶,143.5,-1.37,3418,199,-25.57,8,自連賣
21	,6150.TW,撼訊,73.1,0.14,1301,148.5,-41.53,8,自連賣
22	,6208.TW,日揚,49.9,-0.2,44,54,-3.8,8,自連賣
23	,6213.TW,聯茂,71.9,0.42,941,127.5,-39.87,8,自連賣
24	,1227.TW,佳格,39.4,-0.51,249,51.4,-19.89,7,自連賣
25	,1304.TW,台聚,22.1,1.61,6105,28.75,-15.65,7,自連賣
26	,1532.TW,勤美,28.45,-0.52,120,33.85,-9.68,7,自連賣
27	,2314.TW,台揚,38.25,-0.13,479,63.1,-39.38,7,自連賣
28	,2344.TW,華邦電,20.1,-0.99,9528,30.4,-31.33,7,自連賣
29	,2367.TW,燿華,17.5,-0.57,2708,18.2,-3.85,7,自連賣
30	,2379.TW,瑞昱,289,-0.52,1352,506,-37.82,7,自連賣
31	,2520.TW,冠德,28.65,0.7,326,36.75,-14.96,7,自連賣
32	,2539.TW,櫻花建,31.95,0,247,31.1,17.68,7,自連賣
33	,2634.TW,漢翔,34.55,3.13,14471,29.55,18.12,7,自連賣
34	,2836.TW,高雄銀,12.5,-0.4,467,14.05,-5.73,7,自連賣
35	,3042.TW,晶技,83,0.73,539,94.7,-4.48,7,自連賣
36	,3376.TW,新日興,80.7,-0.25,113,93.8,-8.03,7,自連賣
37	,3504.TW,揚明光,77.8,1.17,665,94.2,-17.41,7,自連賣
38	,3545.TW,敦泰,59.4,2.24,1934,146.5,-51.51,7,自連賣
39	,3680.TW,家登,254.5,0.79,478,258,0.96,7,自連賣
40	,4989.TW,榮科,24.85,-1,133,43.3,-39.42,7,自連賣
41	,6224.TW,聚鼎,57.2,-2.39,189,106,-43.6,7,自連賣
42	,6261.TW,久元,58,-0.51,75,82.8,-24.7,7,自連賣
43	,6411.TW,晶焱,85.7,-0.35,289,194.5,-52.93,7,自連賣
44	,8150.TW,南茂,32.9,1.23,1428,45.8,-20.53,7,自連賣
45	,1108.TW,幸福,10.8,-0.46,146,11.2,1.6,6,自連賣
46	,1447.TW,力鵬,7.71,-0.64,314,9.62,-19.85,6,自連賣
47	,1710.TW,東聯,18.5,1.09,1345,21.25,-9.54,6,自連賣
48	,2328.TW,廣宇,37.65,-1.7,2360,37.2,4.18,6,自連賣
49	,3090.TW,日電貿,53,-0.38,169,53,8.96,6,自連賣
50	,3546.TW,宇峻,76.1,0.66,226,83.8,-2.27,6,自連賣
51	,3689.TW,湧德,33.1,1.38,189,44.8,-21.34,6,自連賣
52	,6153.TW,嘉聯益,23.85,-2.05,2220,23.9,-0.21,6,自連賣
53	,6217.TW,中探針,43.75,0.69,482,49.2,-8.7,6,自連賣
54	,6457.TW,紘康,62.5,-1.26,183,170.5,-57.94,6,自連賣
55	,6538.TW,倉和,68.9,-0.29,27,87,-17.87,6,自連賣
56	,6741.TW,91APP*-KY,114.5,-4.98,4956,227.5,-49.45,6,自連賣
57	,8070.TW,長華*,30.65,-0.16,272,35.95,-8.73,6,自連賣
58	,8261.TW,富鼎,106,-0.47,888,100.5,11.12,6,自連賣
59	,2103.TW,台橡,26.95,-1.1,635,37.7,-21.84,5,自連賣
60	,2114.TW,鑫永銓,98.8,1.23,5,120,-12.12,5,自連賣
61	,2201.TW,裕隆,59.1,-1.01,17319,41.75,46.98,5,自連賣
62	,2369.TW,菱生,13.2,-1.49,383,24,-40.38,5,自連賣
63	,2393.TW,億光,37.5,0.94,242,53.7,-23.64,5,自連賣
64	,2417.TW,圓剛,22.6,0.89,533,30.4,-25.09,5,自連賣
65	,3026.TW,禾伸堂,89.9,0,51,115,-14.18,5,自連賣
66	,3036.TW,文曄,62.7,-0.95,1327,89.4,-25,5,自連賣
67	,3455.TW,由田,80.3,-0.25,313,97.2,-12.14,5,自連賣
68	,3465.TW,進泰電子,80.4,-0.74,16,190.5,-55.55,5,自連賣
69	,3527.TW,聚積,100,0,154,169.5,-36.71,5,自連賣
70	,3530.TW,晶相光,71.8,-0.42,57,115.5,-35.04,5,自連賣
71	,3669.TW,圓展,47.8,6.58,731,59.5,-12.68,5,自連賣
72	,4566.TW,時碩工業,51.4,0.59,362,43.05,22.35,5,自連賣
73	,5471.TW,松翰,51.1,-1.73,859,83.6,-31.86,5,自連賣
74	,6112.TW,邁達特,32.65,-0.46,42,38.35,-8.49,5,自連賣
75	,6170.TW,統振,35.15,-0.42,38,37.25,0.66,5,自連賣
76	,6173.TW,信昌電,34.45,-1.57,150,56.3,-35.45,5,自連賣
77	,6231.TW,系微,87.2,2.95,455,81,15.99,5,自連賣
78	,8147.TW,正淩,61,0.33,12,62.7,-0.7,5,自連賣
79	,8182.TW,加高,31.1,0,32,50.2,-32.83,5,自連賣
80	,8942.TW,森鉅,60.2,-0.17,53,67.2,-3.91,5,自連賣
