符合條件商品
資料日期：2022年 12月 19日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/19),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 13:30 符合檔數(21)
1	,2882.TW,國泰金,41.15,1.86,33982,40.15,2.49,20,自連賣
2	,6811.TW,宏碁資訊,133,-0.37,7,134,-0.75,20,自連賣
3	,6835.TW,圓裕,39.2,-2,415,38,3.16,20,自連賣
4	,8411.TW,福貞-KY,13.1,-0.76,94,13.05,0.38,20,自連賣
5	,6806.TW,森崴能源,82.9,0.61,8626,75.7,9.51,16,自連賣
6	,6546.TW,正基,71.1,-0.7,189,73.1,-2.74,12,自連賣
7	,6469.TW,大樹,283.5,-1.56,247,284.5,-0.35,11,自連賣
8	,4958.TW,臻鼎-KY,108,-1.37,2633,113,-4.42,10,自連賣
9	,2497.TW,怡利電,72.9,-0.82,961,75.5,-3.44,7,自連賣
10	,6237.TW,驊訊,44.8,0.22,249,46,-2.61,7,自連賣
11	,2498.TW,宏達電,55,-0.72,14502,56.4,-2.48,6,自連賣
12	,4906.TW,正文,27.35,0.18,879,27.3,0.18,6,自連賣
13	,6605.TW,帝寶,70.5,-0.98,237,73.2,-3.69,6,自連賣
14	,6670.TW,復盛應用,213,-0.7,244,220,-3.18,6,自連賣
15	,8040.TW,九暘,54.7,1.3,584,52.3,4.59,6,自連賣
16	,2308.TW,台達電,281,-1.92,5149,290,-3.1,5,自連賣
17	,2481.TW,強茂,60.4,-0.33,2094,63.9,-5.48,5,自連賣
18	,3455.TW,由田,80.3,-0.25,313,83.5,-3.83,5,自連賣
19	,4770.TW,上品,300.5,-4.6,1157,297,1.18,5,自連賣
20	,4953.TW,緯軟,81.7,-0.24,81,85,-3.88,5,自連賣
21	,6443.TW,元晶,34.1,1.19,7879,33.75,1.04,5,自連賣
