符合條件商品
資料日期：2022年  9月 13日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(09/13),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:00 符合檔數(14)
1	,1737.TW,臺鹽,32.15,0,25,32.8,-1.98,14,自連賣
2	,2885.TW,元大金,21.8,-0.91,10786,20.6,5.83,11,自連賣
3	,1216.TW,統一,65.9,0,2803,67.8,-2.8,8,自連賣
4	,4577.TW,達航科技,31.15,0.16,67,34,-8.38,7,自連賣
5	,2614.TW,東森,23.3,1.75,3526,22.8,2.19,6,自連賣
6	,3617.TW,碩天,96.3,-2.33,255,104,-7.4,6,自連賣
7	,6548.TW,長科*,29.95,0,316,34.15,-10.33,6,自連賣
8	,2009.TW,第一銅,31.95,0.79,2420,26.05,22.65,5,自連賣
9	,2069.TW,運錩,21.35,-0.7,1052,22.65,-5.74,5,自連賣
10	,2545.TW,皇翔,40.2,-0.12,93,43.25,-7.05,5,自連賣
11	,3703.TW,欣陸,28.15,0.18,655,32.2,-12.58,5,自連賣
12	,4157.TW,太景*-KY,16.15,-1.52,3200,18.1,-10.77,5,自連賣
13	,4768.TW,晶呈科技,157.5,-0.32,407,220,-28.41,5,自連賣
14	,5533.TW,皇鼎,17.45,-0.29,42,18.55,-5.93,5,自連賣
