符合條件商品
資料日期：2022年  4月 25日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/25),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:19 符合檔數(33)
1	,2314.TW,台揚,38.25,-0.13,479,56.9,-32.78,12,自連賣
2	,6269.TW,台郡,99.2,-0.8,645,95,9.83,12,自連賣
3	,1815.TW,富喬,11.8,-0.42,396,13.55,-5.98,9,自連賣
4	,1708.TW,東鹼,40.75,-1.33,1193,61.3,-30.53,8,自連賣
5	,2388.TW,威盛,69.3,-0.14,6061,51.3,35.09,8,自連賣
6	,2476.TW,鉅祥,46.4,-0.96,356,45.6,5.84,8,自連賣
7	,2489.TW,瑞軒,9.93,1.02,1113,15.25,-27.36,8,自連賣
8	,3504.TW,揚明光,77.8,1.17,665,65.1,19.51,8,自連賣
9	,3714.TW,富采,46.6,-0.96,1148,59.1,-18.26,8,自連賣
10	,6568.TW,宏觀,168,1.51,418,157,11.48,8,自連賣
11	,8039.TW,台虹,41,-0.61,92,43.9,-0.87,8,自連賣
12	,2367.TW,燿華,17.5,-0.57,2708,16.65,5.11,7,自連賣
13	,2723.TW,美食-KY,139,0.72,443,91.2,60.03,7,自連賣
14	,3051.TW,力特,17.75,-0.28,344,20.65,-14.04,7,自連賣
15	,5285.TW,界霖,61.2,0,133,88.8,-27.36,7,自連賣
16	,5347.TW,世界,81.5,-1.69,3288,103,-15.7,7,自連賣
17	,1519.TW,華城,48.9,2.09,3632,38.9,29.13,6,自連賣
18	,1907.TW,永豐餘,24.45,-1.21,810,31.8,-18.04,6,自連賣
19	,2371.TW,大同,33.7,0,4072,33.55,0.45,6,自連賣
20	,2812.TW,台中銀,12.8,-0.39,3299,14.95,-8.44,6,自連賣
21	,2867.TW,三商壽,5.51,-2.3,17135,7.96,-30.78,6,自連賣
22	,4558.TW,寶緯,24.15,2.11,53,40.35,-35.13,6,自連賣
23	,6187.TW,萬潤,65,0.93,810,105.5,-34.64,6,自連賣
24	,1444.TW,力麗,10.3,0,557,10.65,-0.39,5,自連賣
25	,1709.TW,和益,22.45,0,297,26.55,-9.55,5,自連賣
26	,2009.TW,第一銅,31.95,0.79,2420,41.7,-20.4,5,自連賣
27	,2387.TW,精元,39.25,-1.75,500,37.85,11.86,5,自連賣
28	,2436.TW,偉詮電,42,0.84,593,71.6,-38.05,5,自連賣
29	,3005.TW,神基,43.55,0.35,857,46.1,-5.53,5,自連賣
30	,3228.TW,金麗科,187,-1.32,123,315.5,-40.73,5,自連賣
31	,3583.TW,辛耘,72.6,1.26,201,75.3,-0.43,5,自連賣
32	,6435.TW,大中,99,-0.3,127,131.5,-20.05,5,自連賣
33	,6477.TW,安集,45.15,0.22,708,58.1,-21.38,5,自連賣
