符合條件商品
資料日期：2022年 10月 17日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/17),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 13:43 符合檔數(20)
1	,4577.TW,達航科技,31.15,0.16,67,27.85,11.85,15,自連賣
2	,6585.TW,鼎基,55.9,6.88,488,47.1,18.68,14,自連賣
3	,5371.TW,中光電,55,-0.36,3464,51,7.84,11,自連賣
4	,8121.TW,越峰,25.05,-1.38,169,26.2,-4.39,9,自連賣
5	,1527.TW,鑽全,41.3,0.12,137,38.15,8.26,8,自連賣
6	,1717.TW,長興,31.5,-1.25,930,29.85,5.53,7,自連賣
7	,1722.TW,台肥,53.1,-0.56,1033,51.6,2.91,7,自連賣
8	,2867.TW,三商壽,5.51,-2.3,17135,5.99,-8.01,7,自連賣
9	,4974.TW,亞泰,57.5,0,115,52.3,9.94,7,自連賣
10	,6290.TW,良維,54,-0.18,323,51.3,5.26,7,自連賣
11	,8027.TW,鈦昇,51.7,-2.45,239,53.1,-2.64,7,自連賣
12	,8091.TW,翔名,86,0.35,634,69,24.64,7,自連賣
13	,8131.TW,福懋科,38.4,-0.78,269,35.65,7.71,7,自連賣
14	,2231.TW,為升,142,-2.07,335,135.5,4.8,6,自連賣
15	,2851.TW,中再保,18.45,1.1,929,18.5,-0.27,6,自連賣
16	,3017.TW,奇鋐,111,-1.77,2015,101.5,9.36,6,自連賣
17	,4721.TW,美琪瑪,102.5,-0.49,487,97.5,5.13,6,自連賣
18	,3624.TW,光頡,40.35,0.62,414,40.8,-1.1,5,自連賣
19	,6192.TW,巨路,69.2,-0.86,148,65.5,5.65,5,自連賣
20	,6788.TW,華景電,95.1,-0.21,282,91.8,3.59,5,自連賣
