符合條件商品
資料日期：2022年  3月  8日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/08),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:27 符合檔數(46)
1	,2542.TW,興富發,40.35,-3.93,8630,48.5,-0.1,20,自連賣
2	,3596.TW,智易,98.3,-0.2,490,107,-2.04,13,自連賣
3	,2852.TW,第一保,15.8,0.32,77,14.3,19.7,11,自連賣
4	,2383.TW,台光電,176.5,-0.84,2034,254,-26.25,8,自連賣
5	,4743.TW,合一,259.5,-1.14,14786,214.5,20.98,8,自連賣
6	,8110.TW,華東,11.6,-1.28,672,15.7,-25.35,8,自連賣
7	,8213.TW,志超,36.4,0,113,48.1,-15.17,8,自連賣
8	,9802.TW,鈺齊-KY,162,0.31,3063,105,58.36,8,自連賣
9	,2816.TW,旺旺保,15.85,-0.31,49,19.05,-11.55,7,自連賣
10	,5347.TW,世界,81.5,-1.69,3288,121,-28.24,7,自連賣
11	,1532.TW,勤美,28.45,-0.52,120,33.85,-9.68,6,自連賣
12	,2453.TW,凌群,25.45,0.79,70,24.2,13.31,6,自連賣
13	,3003.TW,健和興,70.4,0.28,187,81.5,-11.54,6,自連賣
14	,3310.TW,佳穎,41.9,-0.12,23,39.55,12.3,6,自連賣
15	,4961.TW,天鈺,117,0.86,1402,198,-32.06,6,自連賣
16	,6581.TW,鋼聯,91.2,-0.76,47,87,9.76,6,自連賣
17	,6715.TW,嘉基,130,-2.26,387,100.5,30.88,6,自連賣
18	,8091.TW,翔名,86,0.35,634,84.7,7.35,6,自連賣
19	,8155.TW,博智,108,-1.37,385,164,-30.83,6,自連賣
20	,8358.TW,金居,51.3,-0.58,1372,70.1,-19.5,6,自連賣
21	,2355.TW,敬鵬,28.95,-0.34,444,33,-10.73,5,自連賣
22	,2368.TW,金像電,88.4,-1.12,3685,73,13.42,5,自連賣
23	,2421.TW,建準,44.85,-2.82,1233,42.25,9.79,5,自連賣
24	,2449.TW,京元電子,36.4,-1.75,4505,41.95,-6.31,5,自連賣
25	,2457.TW,飛宏,41,-1.2,4773,41.75,-1.8,5,自連賣
26	,2476.TW,鉅祥,46.4,-0.96,356,53.7,-10.13,5,自連賣
27	,2535.TW,達欣工,29.7,0.17,102,32.85,-2.53,5,自連賣
28	,2539.TW,櫻花建,31.95,0,247,31.15,17.51,5,自連賣
29	,2883.TW,開發金,12.7,-0.78,8936,16.95,-19.42,5,自連賣
30	,3042.TW,晶技,83,0.73,539,96.7,-6.45,5,自連賣
31	,3059.TW,華晶科,33.4,-0.45,748,39.65,-14.16,5,自連賣
32	,3323.TW,加百裕,33.55,-0.15,68,39.2,-9.1,5,自連賣
33	,3380.TW,明泰,28.55,-1.04,598,28.05,4.62,5,自連賣
34	,3515.TW,華擎,140.5,2.93,1979,205,-21.98,5,自連賣
35	,3527.TW,聚積,100,0,154,165,-34.98,5,自連賣
36	,3529.TW,力旺,1350,1.12,770,1685,-18.9,5,自連賣
37	,4721.TW,美琪瑪,102.5,-0.49,487,131,-19.12,5,自連賣
38	,5299.TW,杰力,113,0.89,114,175.5,-30.14,5,自連賣
39	,5388.TW,中磊,77.4,-0.13,1579,69.7,14.45,5,自連賣
40	,5483.TW,中美晶,143.5,-1.37,3418,169,-12.36,5,自連賣
41	,6188.TW,廣明,40.45,-0.37,336,41.6,4.15,5,自連賣
42	,6205.TW,詮欣,70.9,-0.7,430,80.1,-8.59,5,自連賣
43	,6217.TW,中探針,43.75,0.69,482,49.1,-8.51,5,自連賣
44	,6223.TW,旺矽,111.5,-3.46,3050,96.8,21.27,5,自連賣
45	,6531.TW,愛普*,170,0,2500,338,-48.39,5,自連賣
46	,6706.TW,惠特,89.3,1.59,265,179,-45.81,5,自連賣
