符合條件商品
資料日期：2021年 11月  1日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/01),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:40 符合檔數(21)
1	,1301.TW,台塑,86.8,-0.46,6046,107,-12.18,9,自連賣
2	,1313.TW,聯成,13.8,-1.78,1516,23.25,-37.53,9,自連賣
3	,4904.TW,遠傳,65.7,-0.3,2525,61.5,11.19,9,自連賣
4	,2412.TW,中華電,112.5,-0.44,6521,111,5.06,8,自連賣
5	,2354.TW,鴻準,51.4,-1.15,1092,68.6,-22.26,7,自連賣
6	,6214.TW,精誠,70,-0.28,922,86,-12.81,7,自連賣
7	,9908.TW,大台北,31.45,0.96,26,33.2,-2.09,7,自連賣
8	,1303.TW,南亞,70.3,-1.54,4616,84.9,-8.7,6,自連賣
9	,1455.TW,集盛,10.45,0,596,17.1,-34.24,6,自連賣
10	,2352.TW,佳世達,27.5,1.66,4573,31.6,-5.24,6,自連賣
11	,2913.TW,農林,21.45,-1.15,909,20.85,2.88,6,自連賣
12	,3224.TW,三顧,40.95,-0.97,65,45.55,-10.1,6,自連賣
13	,5392.TW,能率,20.7,-0.48,100,26.05,-19.42,6,自連賣
14	,2002.TW,中鋼,30.7,0.16,37216,33.4,2.03,5,自連賣
15	,2105.TW,正新,33.75,-0.74,1203,34.45,1.38,5,自連賣
16	,2731.TW,雄獅,102.5,0.99,1497,89,15.17,5,自連賣
17	,3010.TW,華立,85.6,1.66,269,86.8,6.27,5,自連賣
18	,3023.TW,信邦,275.5,-0.18,232,231.5,21.98,5,自連賣
19	,3189.TW,景碩,107,0,9581,239.5,-53.93,5,自連賣
20	,3376.TW,新日興,80.7,-0.25,113,101.5,-15.01,5,自連賣
21	,8478.TW,東哥遊艇,297,1.02,2514,82,271.48,5,自連賣
