符合條件商品
資料日期：2021年 12月  8日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/08),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:36 符合檔數(34)
1	,1314.TW,中石化,9.86,-1,4928,12.65,-18.85,10,自連賣
2	,2809.TW,京城銀,33.9,-3.42,3989,40.1,-10.55,10,自連賣
3	,4966.TW,譜瑞-KY,825,0.86,553,1945,-56.41,9,自連賣
4	,8103.TW,瀚荃,31.9,0,42,50.2,-32.77,8,自連賣
5	,1316.TW,上曜,11.85,-1.25,498,20.75,-47.36,7,自連賣
6	,2832.TW,台產,20.45,-0.24,88,20.2,5.03,7,自連賣
7	,3357.TW,臺慶科,80.1,-0.5,17,131.5,-33.68,7,自連賣
8	,3231.TW,緯創,29.9,-0.83,12268,29.2,11.78,6,自連賣
9	,4906.TW,正文,27.35,0.18,879,28.5,1.75,6,自連賣
10	,6175.TW,立敦,32.3,-0.77,206,46.95,-27.89,6,自連賣
11	,9914.TW,美利達,171,-2.29,298,307.5,-42.41,6,自連賣
12	,1101.TW,台泥,34.05,-1.16,23484,47.7,-19.54,5,自連賣
13	,1102.TW,亞泥,41.55,0.24,6062,43.5,3.44,5,自連賣
14	,1434.TW,福懋,26.3,-0.19,479,28.95,-5.6,5,自連賣
15	,1590.TW,亞德客-KY,911,0,242,905,2.4,5,自連賣
16	,1717.TW,長興,31.5,-1.25,930,36.7,-13.18,5,自連賣
17	,2108.TW,南帝,38.2,-0.26,608,80.3,-47.36,5,自連賣
18	,2324.TW,仁寶,22.95,0.44,9576,23.6,5.57,5,自連賣
19	,2337.TW,旺宏,35,0.57,15889,41.95,-11.1,5,自連賣
20	,2352.TW,佳世達,27.5,1.66,4573,30.2,-0.83,5,自連賣
21	,2382.TW,廣達,71.2,-0.97,4354,88.4,-12.64,5,自連賣
22	,2458.TW,義隆,86.1,-1.71,718,160.5,-39.38,5,自連賣
23	,2489.TW,瑞軒,9.93,1.02,1113,18.05,-38.63,5,自連賣
24	,2849.TW,安泰銀,14.6,0,89,16.5,-7.01,5,自連賣
25	,2883.TW,開發金,12.7,-0.78,8936,16.5,-17.21,5,自連賣
26	,2886.TW,兆豐金,30.55,-0.97,8425,35.2,-7.56,5,自連賣
27	,2915.TW,潤泰全,66.7,0.15,4192,97.7,-26,5,自連賣
28	,3023.TW,信邦,275.5,-0.18,232,257,9.87,5,自連賣
29	,3044.TW,健鼎,96,1.59,1391,122,-15.8,5,自連賣
30	,3289.TW,宜特,77.8,1.7,3592,53,48.11,5,自連賣
31	,3702.TW,大聯大,47.8,-0.52,2583,50.2,1.98,5,自連賣
32	,6176.TW,瑞儀,106,0.47,1064,97.7,18.18,5,自連賣
33	,6213.TW,聯茂,71.9,0.42,941,128,-40.11,5,自連賣
34	,6271.TW,同欣電,201,-4.29,2372,293,-34.82,5,自連賣
