符合條件商品
資料日期：2022年  1月  4日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(01/04),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:32 符合檔數(16)
1	,2542.TW,興富發,40.35,-3.93,8630,46.15,5,20,自連賣
2	,2034.TW,允強,29.6,-0.5,3354,32.05,-2.31,11,自連賣
3	,2028.TW,威致,29.2,0.69,4120,42.9,-24.21,10,自連賣
4	,1909.TW,榮成,15.55,-0.32,1849,23.9,-29.67,7,自連賣
5	,4128.TW,中天,66.8,-2.2,19523,66.7,9.85,7,自連賣
6	,2426.TW,鼎元,16.9,-0.59,149,28.05,-36.56,6,自連賣
7	,2006.TW,東和鋼鐵,53.2,0.95,1881,66.2,-12.74,5,自連賣
8	,2481.TW,強茂,60.4,-0.33,2094,104,-38.69,5,自連賣
9	,2885.TW,元大金,21.8,-0.91,10786,25.4,-5.5,5,自連賣
10	,3010.TW,華立,85.6,1.66,269,108,-14.6,5,自連賣
11	,3484.TW,崧騰,43,-0.69,72,91,-49.41,5,自連賣
12	,6191.TW,精成科,27.6,-1.08,433,38.05,-22.78,5,自連賣
13	,8040.TW,九暘,54.7,1.3,584,72.8,-23.73,5,自連賣
14	,8110.TW,華東,11.6,-1.28,672,18.2,-35.59,5,自連賣
15	,8121.TW,越峰,25.05,-1.38,169,51.8,-51.64,5,自連賣
16	,8215.TW,明基材,32.2,-2.72,1195,37.35,-9.19,5,自連賣
