符合條件商品
資料日期：2022年  7月 13日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/13),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:08 符合檔數(19)
1	,2065.TW,世豐,50.9,-0.2,24,43,21.83,8,自連賣
2	,3006.TW,晶豪科,66.2,0,3117,77.5,-14.58,7,自連賣
3	,1307.TW,三芳,20.7,-0.48,59,19.5,6.15,6,自連賣
4	,2104.TW,國際中橡,19.6,0.77,1331,19.45,0.77,6,自連賣
5	,2515.TW,中工,8.25,-0.48,1107,8.58,2.23,6,自連賣
6	,2547.TW,日勝生,9.08,-0.22,162,9.01,2.95,6,自連賣
7	,3213.TW,茂訊,43.8,-0.34,9,38.75,13.03,6,自連賣
8	,6244.TW,茂迪,28.35,0,3256,28.2,1.25,6,自連賣
9	,9934.TW,成霖,13.25,-0.75,142,11.05,19.91,6,自連賣
10	,9946.TW,三發地產,12.2,0,9,12.9,-0.49,6,自連賣
11	,1589.TW,永冠-KY,55.5,-1.25,81,56.9,-1.39,5,自連賣
12	,2008.TW,高興昌,17.7,-0.56,52,16.35,8.26,5,自連賣
13	,2536.TW,宏普,22.25,-0.22,33,20.8,6.97,5,自連賣
14	,2906.TW,高林,17.6,-0.28,1443,18.3,-1.79,5,自連賣
15	,3162.TW,精確,49,-1.31,3011,42.9,14.22,5,自連賣
16	,3260.TW,威剛,57.6,-0.17,970,59.9,5.26,5,自連賣
17	,4426.TW,利勤,27.1,1.31,1089,26.6,1.88,5,自連賣
18	,4552.TW,力達-KY,29.7,-0.67,16,27.65,11.07,5,自連賣
19	,6664.TW,群翊,97.4,0.1,140,76.4,35.52,5,自連賣
