符合條件商品
資料日期：2022年  5月 26日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(05/26),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:15 符合檔數(19)
1	,6804.TW,明係,54.3,0.37,16,52.8,4.02,11,自連賣
2	,2498.TW,宏達電,55,-0.72,14502,45.9,19.83,9,自連賣
3	,2945.TW,三商家購,42.25,0,0,49.35,-9.7,7,自連賣
4	,3455.TW,由田,80.3,-0.25,313,81.4,4.91,7,自連賣
5	,8086.TW,宏捷科,67.7,1.04,620,84.1,-16.18,7,自連賣
6	,2363.TW,矽統,15.95,-0.93,935,22.85,-20.53,6,自連賣
7	,2409.TW,友達,15.4,0.65,36394,16.95,-9.89,6,自連賣
8	,4927.TW,泰鼎-KY,54.5,-0.73,593,88.1,-34.13,6,自連賣
9	,6712.TW,長聖,205.5,0.49,967,165,24.55,6,自連賣
10	,1533.TW,車王電,49.75,-1.09,173,64,-21.89,5,自連賣
11	,2340.TW,台亞,34.95,-0.14,799,43,-12.82,5,自連賣
12	,3526.TW,凡甲,117.5,-0.42,125,166.5,-23.96,5,自連賣
13	,3545.TW,敦泰,59.4,2.24,1934,109.5,-35.13,5,自連賣
14	,4961.TW,天鈺,117,0.86,1402,173.5,-22.47,5,自連賣
15	,6208.TW,日揚,49.9,-0.2,44,49.15,1.53,5,自連賣
16	,6269.TW,台郡,99.2,-0.8,645,97.7,6.79,5,自連賣
17	,8046.TW,南電,242,-0.41,10124,368,-31.89,5,自連賣
18	,8299.TW,群聯,305,-0.81,792,368,-10.49,5,自連賣
19	,8390.TW,金益鼎,36.8,-2.26,415,32.5,3.81,5,自連賣
