符合條件商品
資料日期：2022年  8月 12日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(08/12),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:04 符合檔數(11)
1	,8039.TW,台虹,41,-0.61,92,41.3,-0.73,18,自連賣
2	,3026.TW,禾伸堂,89.9,0,51,89.8,0.11,16,自連賣
3	,6244.TW,茂迪,28.35,0,3256,28.3,0.18,9,自連賣
4	,2605.TW,新興,20.65,-3.5,6563,22.5,-8.22,8,自連賣
5	,5244.TW,弘凱,27.35,-0.18,36,28.45,-3.87,8,自連賣
6	,2486.TW,一詮,21.55,-0.23,1380,25.95,-16.96,7,自連賣
7	,3209.TW,全科,35.5,-0.42,228,38.75,-8.39,6,自連賣
8	,4157.TW,太景*-KY,16.15,-1.52,3200,16.55,-2.42,5,自連賣
9	,6188.TW,廣明,40.45,-0.37,336,41.2,-1.82,5,自連賣
10	,6189.TW,豐藝,38.05,0.13,90,38.35,-0.78,5,自連賣
11	,6486.TW,互動,59.6,0,5,63.9,-6.73,5,自連賣
