符合條件商品
資料日期：2022年  4月 11日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/11),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:22 符合檔數(81)
1	,2542.TW,興富發,40.35,-3.93,8630,47.6,1.79,18,自連賣
2	,2338.TW,光罩,86.3,0.94,3470,91.5,-3.2,14,自連賣
3	,6485.TW,點序,66,-1.35,363,131,-46.12,11,自連賣
4	,1305.TW,華夏,26.5,1.15,17566,33.6,-13.34,10,自連賣
5	,1440.TW,南紡,17.3,-1.42,812,23.45,-22.77,9,自連賣
6	,3033.TW,威健,26.5,0,428,31,-4.57,9,自連賣
7	,3036.TW,文曄,62.7,-0.95,1327,78.2,-14.26,9,自連賣
8	,3049.TW,和鑫,9.18,-0.54,1037,12.3,-22.53,9,自連賣
9	,4743.TW,合一,259.5,-1.14,14786,201,29.1,9,自連賣
10	,6116.TW,彩晶,11.1,0.91,3518,14.15,-15.07,9,自連賣
11	,3015.TW,全漢,38.3,0.39,117,41.75,-0.03,8,自連賣
12	,6150.TW,撼訊,73.1,0.14,1301,120,-27.65,8,自連賣
13	,6196.TW,帆宣,117,-0.43,361,142,-14.03,8,自連賣
14	,2231.TW,為升,142,-2.07,335,148.5,5.94,7,自連賣
15	,2340.TW,台亞,34.95,-0.14,799,45.75,-18.07,7,自連賣
16	,4952.TW,凌通,47.85,0.1,191,73.1,-29.28,7,自連賣
17	,5371.TW,中光電,55,-0.36,3464,65.5,-9.63,7,自連賣
18	,6202.TW,盛群,67.6,0,761,104,-27.85,7,自連賣
19	,6278.TW,台表科,92.4,-0.86,1062,111,-10.16,7,自連賣
20	,6683.TW,雍智科技,189.5,0.26,103,235.5,-16.29,7,自連賣
21	,8150.TW,南茂,32.9,1.23,1428,48.85,-25.5,7,自連賣
22	,8261.TW,富鼎,106,-0.47,888,102,9.49,7,自連賣
23	,1312.TW,國喬,18.95,1.07,4063,26.15,-19.74,6,自連賣
24	,2103.TW,台橡,26.95,-1.1,635,32.75,-10.02,6,自連賣
25	,2312.TW,金寶,13.65,-1.09,2439,14.75,-5.99,6,自連賣
26	,2342.TW,茂矽,38.65,1.44,640,39.5,-0.82,6,自連賣
27	,2481.TW,強茂,60.4,-0.33,2094,95,-32.88,6,自連賣
28	,2492.TW,華新科,78.7,-1.38,848,128.5,-35.67,6,自連賣
29	,3010.TW,華立,85.6,1.66,269,104,-11.31,6,自連賣
30	,3048.TW,益登,26.95,-0.92,355,35.9,-15.57,6,自連賣
31	,3169.TW,亞信,105.5,0.96,414,186,-41.11,6,自連賣
32	,3443.TW,創意,726,-0.55,5389,460,59.8,6,自連賣
33	,3714.TW,富采,46.6,-0.96,1148,65.5,-26.24,6,自連賣
34	,6111.TW,大宇資,61.4,3.89,5227,83,-0.05,6,自連賣
35	,6153.TW,嘉聯益,23.85,-2.05,2220,21.9,8.9,6,自連賣
36	,6271.TW,同欣電,201,-4.29,2372,263,-27.38,6,自連賣
37	,6488.TW,環球晶,435.5,-2.57,2065,630,-29.58,6,自連賣
38	,6568.TW,宏觀,168,1.51,418,170,2.95,6,自連賣
39	,8163.TW,達方,37.8,-0.13,469,47.8,-14.27,6,自連賣
40	,8299.TW,群聯,305,-0.81,792,420.5,-21.67,6,自連賣
41	,8422.TW,可寧衛,177.5,0,124,198,-5.43,6,自連賣
42	,1216.TW,統一,65.9,0,2803,65.5,4.74,5,自連賣
43	,1225.TW,福懋油,56.7,0,9,58.7,-0.51,5,自連賣
44	,1308.TW,亞聚,28.2,-0.88,1358,36.05,-12.77,5,自連賣
45	,1309.TW,台達化,22.2,-0.45,1316,33,-23.92,5,自連賣
46	,1474.TW,弘裕,12,-0.41,56,14.5,-13.67,5,自連賣
47	,1535.TW,中宇,43.55,-1.02,90,41.6,11.58,5,自連賣
48	,1536.TW,和大,70.4,-0.56,752,78.5,-8.46,5,自連賣
49	,1604.TW,聲寶,25.55,-0.2,118,31.6,-10.91,5,自連賣
50	,1605.TW,華新,46.75,-1.68,42087,28.95,68.1,5,自連賣
51	,1614.TW,三洋電,35.3,-0.84,11,37.55,-2.75,5,自連賣
52	,1731.TW,美吾華,19.4,0,298,19.7,4.92,5,自連賣
53	,1737.TW,臺鹽,32.15,0,25,33.9,-0.83,5,自連賣
54	,1909.TW,榮成,15.55,-0.32,1849,20.75,-19.01,5,自連賣
55	,2114.TW,鑫永銓,98.8,1.23,5,125.5,-15.98,5,自連賣
56	,2303.TW,聯電,41.95,-2.1,34060,48.2,-7.33,5,自連賣
57	,2317.TW,鴻海,101,0,15490,102,4.12,5,自連賣
58	,2323.TW,中環,7.4,-1.33,1685,9.79,-20.52,5,自連賣
59	,2332.TW,友訊,15.6,0,3528,16.25,-2.19,5,自連賣
60	,2369.TW,菱生,13.2,-1.49,383,23.05,-37.91,5,自連賣
61	,2401.TW,凌陽,22.85,-0.87,807,34,-27.58,5,自連賣
62	,2408.TW,南亞科,51.4,-0.58,5241,66.8,-17.72,5,自連賣
63	,2511.TW,太子,10.6,-0.47,445,13,-14.86,5,自連賣
64	,2633.TW,台灣高鐵,28.75,-0.52,2418,28.3,4.39,5,自連賣
65	,2836.TW,高雄銀,12.5,-0.4,467,15.8,-16.16,5,自連賣
66	,2867.TW,三商壽,5.51,-2.3,17135,8.5,-35.18,5,自連賣
67	,3008.TW,大立光,2140,0,324,1610,35.5,5,自連賣
68	,3042.TW,晶技,83,0.73,539,96.7,-6.45,5,自連賣
69	,3374.TW,精材,99.5,-1.49,1508,119.5,-14.98,5,自連賣
70	,3380.TW,明泰,28.55,-1.04,598,29.7,-1.18,5,自連賣
71	,3515.TW,華擎,140.5,2.93,1979,177,-9.65,5,自連賣
72	,3673.TW,TPK-KY,29.7,-0.34,398,36.1,-13.99,5,自連賣
73	,3711.TW,日月光投控,93.8,-3.6,11870,97.9,3.8,5,自連賣
74	,4916.TW,事欣科,26.45,0.38,478,29.65,-9.08,5,自連賣
75	,5258.TW,虹堡,65.2,1.4,2344,38.3,71.85,5,自連賣
76	,5434.TW,崇越,167.5,0.9,197,170,4.04,5,自連賣
77	,6189.TW,豐藝,38.05,0.13,90,44.35,-5.63,5,自連賣
78	,6197.TW,佳必琪,40.25,0.12,1001,39.95,9.85,5,自連賣
79	,6435.TW,大中,99,-0.3,127,143,-26.48,5,自連賣
80	,6756.TW,威鋒電子,191,-2.05,282,355,-46.2,5,自連賣
81	,8070.TW,長華*,30.65,-0.16,272,35.5,-7.57,5,自連賣
