符合條件商品
資料日期：2022年  7月 28日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/28),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:05 符合檔數(25)
1	,2065.TW,世豐,50.9,-0.2,24,47.25,10.87,10,自連賣
2	,2201.TW,裕隆,59.1,-1.01,17319,45.45,35.02,8,自連賣
3	,2367.TW,燿華,17.5,-0.57,2708,16.8,4.17,8,自連賣
4	,2535.TW,達欣工,29.7,0.17,102,29.85,-0.5,8,自連賣
5	,2820.TW,華票,14.55,0,290,15.85,-8.2,8,自連賣
6	,8039.TW,台虹,41,-0.61,92,41.2,-0.49,7,自連賣
7	,8070.TW,長華*,30.65,-0.16,272,32.95,-4.81,7,自連賣
8	,1710.TW,東聯,18.5,1.09,1345,17.2,7.56,6,自連賣
9	,1718.TW,中纖,8.35,-0.71,2204,7.63,9.44,6,自連賣
10	,2476.TW,鉅祥,46.4,-0.96,356,46.25,4.36,6,自連賣
11	,8044.TW,網家,53.2,0.95,575,63.1,-15.69,6,自連賣
12	,2317.TW,鴻海,101,0,15490,108.5,-6.91,5,自連賣
13	,2338.TW,光罩,86.3,0.94,3470,74.2,19.36,5,自連賣
14	,2344.TW,華邦電,20.1,-0.99,9528,22.7,-11.45,5,自連賣
15	,2636.TW,台驊投控,76.3,-0.91,1346,83.3,-8.4,5,自連賣
16	,3005.TW,神基,43.55,0.35,857,46.2,-5.74,5,自連賣
17	,3006.TW,晶豪科,66.2,0,3117,80.8,-18.07,5,自連賣
18	,3026.TW,禾伸堂,89.9,0,51,91,-1.21,5,自連賣
19	,3037.TW,欣興,125,2.46,35224,162,-22.84,5,自連賣
20	,3169.TW,亞信,105.5,0.96,414,129,-15.1,5,自連賣
21	,3706.TW,神達,29.7,-0.17,1384,28.1,5.69,5,自連賣
22	,4906.TW,正文,27.35,0.18,879,30.35,-9.88,5,自連賣
23	,4919.TW,新唐,117,-2.09,4502,118,3.48,5,自連賣
24	,6271.TW,同欣電,201,-4.29,2372,194,-6.27,5,自連賣
25	,6411.TW,晶焱,85.7,-0.35,289,115.5,-20.74,5,自連賣
