符合條件商品
資料日期：2022年  9月  6日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(09/06),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:01 符合檔數(47)
1	,8039.TW,台虹,41,-0.61,92,40.7,0.74,20,自連賣
2	,3705.TW,永信,45.4,-0.77,5788,41,10.73,12,自連賣
3	,1737.TW,臺鹽,32.15,0,25,32.85,-2.13,10,自連賣
4	,2605.TW,新興,20.65,-3.5,6563,20.1,2.74,10,自連賣
5	,3708.TW,上緯投控,94.6,-1.77,1112,91.3,3.61,10,自連賣
6	,8086.TW,宏捷科,67.7,1.04,620,75.5,-10.33,10,自連賣
7	,2027.TW,大成鋼,43.15,-1.93,15303,37.8,14.15,9,自連賣
8	,4755.TW,三福化,119,0,366,138,-13.77,9,自連賣
9	,4763.TW,材料-KY,172,-4.44,2683,139.5,31.26,9,自連賣
10	,2419.TW,仲琦,24.15,-0.41,1040,28,-13.75,8,自連賣
11	,3003.TW,健和興,70.4,0.28,187,76.6,-8.09,8,自連賣
12	,1444.TW,力麗,10.3,0,557,11.25,-8.44,7,自連賣
13	,2211.TW,長榮鋼,52.4,-0.57,374,60.2,-12.96,7,自連賣
14	,2329.TW,華泰,17.6,-1.68,1321,17.3,1.73,7,自連賣
15	,2845.TW,遠東銀,11.1,-0.89,1864,11.55,-3.9,7,自連賣
16	,2885.TW,元大金,21.8,-0.91,10786,20.85,4.56,7,自連賣
17	,3624.TW,光頡,40.35,0.62,414,46.85,-13.87,7,自連賣
18	,5603.TW,陸海,23.4,2.63,1037,27.65,-15.37,7,自連賣
19	,6191.TW,精成科,27.6,-1.08,433,27.4,0.73,7,自連賣
20	,8927.TW,北基,36.2,-1.36,276,38.6,3.31,7,自連賣
21	,3047.TW,訊舟,15.6,-1.27,2156,17.3,-9.83,6,自連賣
22	,3481.TW,群創,11.1,0,42046,11.85,-6.72,6,自連賣
23	,1314.TW,中石化,9.86,-1,4928,10,-1.4,5,自連賣
24	,1590.TW,亞德客-KY,911,0,242,787,17.76,5,自連賣
25	,1609.TW,大亞,20.5,0.49,2261,20.15,1.74,5,自連賣
26	,1712.TW,興農,36.35,-1.49,904,44.55,-18.41,5,自連賣
27	,1815.TW,富喬,11.8,-0.42,396,14,-15.71,5,自連賣
28	,2338.TW,光罩,86.3,0.94,3470,69.5,24.17,5,自連賣
29	,2352.TW,佳世達,27.5,1.66,4573,28.75,-4.35,5,自連賣
30	,3265.TW,台星科,46.95,-2.09,1946,42.85,9.57,5,自連賣
31	,3305.TW,昇貿,40.05,1.78,376,48.65,-17.68,5,自連賣
32	,3665.TW,貿聯-KY,251,-2.33,1391,315,-20.32,5,自連賣
33	,3691.TW,碩禾,101.5,0,155,130,-21.92,5,自連賣
34	,3714.TW,富采,46.6,-0.96,1148,48.5,-3.92,5,自連賣
35	,5009.TW,榮剛,37.5,-0.66,11974,27.2,37.87,5,自連賣
36	,5457.TW,宣德,49.5,-0.2,374,53.7,-7.82,5,自連賣
37	,6190.TW,萬泰科,29.35,-1.18,798,38.5,-23.77,5,自連賣
38	,6206.TW,飛捷,65.6,0.46,146,80.3,-18.31,5,自連賣
39	,6245.TW,立端,91.8,-7.09,8513,64.2,42.99,5,自連賣
40	,6271.TW,同欣電,201,-4.29,2372,195.5,-6.99,5,自連賣
41	,6477.TW,安集,45.15,0.22,708,53.2,-15.13,5,自連賣
42	,6508.TW,惠光,36.1,-0.28,129,46.7,-17.26,5,自連賣
43	,8027.TW,鈦昇,51.7,-2.45,239,66,-21.67,5,自連賣
44	,8210.TW,勤誠,74.2,-1.07,96,77.8,-4.63,5,自連賣
45	,8938.TW,明安,94.7,-0.53,233,107,-11.5,5,自連賣
46	,8942.TW,森鉅,60.2,-0.17,53,64.2,-3.17,5,自連賣
47	,9907.TW,統一實,17.05,-0.29,1397,19.65,-13.23,5,自連賣
