符合條件商品
資料日期：2022年 12月  2日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/02),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 13:32 符合檔數(85)
1	,9941.TW,裕融,156.5,0,327,161.5,-3.1,20,自連賣
2	,2722.TW,夏都,33.9,0.44,10,34.4,-1.45,19,自連賣
3	,2882.TW,國泰金,41.15,1.86,33982,44,-6.48,19,自連賣
4	,2441.TW,超豐,48.2,-2.33,4006,51,-5.49,16,自連賣
5	,1476.TW,儒鴻,492.5,1.23,1098,470,4.79,15,自連賣
6	,6811.TW,宏碁資訊,133,-0.37,7,136,-2.21,15,自連賣
7	,8411.TW,福貞-KY,13.1,-0.76,94,12.95,1.16,15,自連賣
8	,1586.TW,和勤,33.5,-0.59,70,33.95,-1.33,14,自連賣
9	,6830.TW,汎銓,98,-0.1,49,92.9,5.49,13,自連賣
10	,6835.TW,圓裕,39.2,-2,415,39.15,0.13,12,自連賣
11	,2412.TW,中華電,112.5,-0.44,6521,112,0.45,10,自連賣
12	,2474.TW,可成,169,-1.74,2651,176.5,-4.25,8,自連賣
13	,2836.TW,高雄銀,12.5,-0.4,467,12.7,-1.57,8,自連賣
14	,2888.TW,新光金,8.75,-0.57,13386,8.86,-1.24,8,自連賣
15	,6689.TW,伊雲谷,87.2,-0.91,297,84.8,2.83,8,自連賣
16	,2002.TW,中鋼,30.7,0.16,37216,29,5.86,7,自連賣
17	,2006.TW,東和鋼鐵,53.2,0.95,1881,53,0.38,7,自連賣
18	,2356.TW,英業達,26,0.19,6530,23.9,8.79,7,自連賣
19	,2357.TW,華碩,271,-1.63,1392,277,-2.17,7,自連賣
20	,2885.TW,元大金,21.8,-0.91,10786,22.45,-2.9,7,自連賣
21	,3023.TW,信邦,275.5,-0.18,232,272,1.29,7,自連賣
22	,3209.TW,全科,35.5,-0.42,228,35.4,0.28,7,自連賣
23	,3711.TW,日月光投控,93.8,-3.6,11870,101,-7.13,7,自連賣
24	,6116.TW,彩晶,11.1,0.91,3518,11.55,-3.9,7,自連賣
25	,6213.TW,聯茂,71.9,0.42,941,76.8,-6.38,7,自連賣
26	,8131.TW,福懋科,38.4,-0.78,269,39.7,-3.27,7,自連賣
27	,9908.TW,大台北,31.45,0.96,26,31.7,-0.79,7,自連賣
28	,1301.TW,台塑,86.8,-0.46,6046,89.1,-2.58,6,自連賣
29	,1303.TW,南亞,70.3,-1.54,4616,77.1,-8.82,6,自連賣
30	,1326.TW,台化,69.4,-0.72,1689,74.5,-6.85,6,自連賣
31	,1402.TW,遠東新,31.55,-4.39,10632,32.3,-2.32,6,自連賣
32	,1409.TW,新纖,17.9,0.28,1722,17.75,0.85,6,自連賣
33	,1440.TW,南紡,17.3,-1.42,812,17.75,-2.54,6,自連賣
34	,1710.TW,東聯,18.5,1.09,1345,18.8,-1.6,6,自連賣
35	,1717.TW,長興,31.5,-1.25,930,33.1,-4.83,6,自連賣
36	,1722.TW,台肥,53.1,-0.56,1033,56.1,-5.35,6,自連賣
37	,2105.TW,正新,33.75,-0.74,1203,34.9,-3.3,6,自連賣
38	,2308.TW,台達電,281,-1.92,5149,305,-7.87,6,自連賣
39	,2330.TW,台積電,455,-2.78,26724,492.5,-7.08,6,自連賣
40	,2347.TW,聯強,61,-0.81,2957,59.9,1.84,6,自連賣
41	,2382.TW,廣達,71.2,-0.97,4354,72.1,-1.25,6,自連賣
42	,2408.TW,南亞科,51.4,-0.58,5241,56.1,-8.38,6,自連賣
43	,2428.TW,興勤,119,-0.42,110,123.5,-3.64,6,自連賣
44	,2436.TW,偉詮電,42,0.84,593,48.65,-13.67,6,自連賣
45	,2538.TW,基泰,11.95,0,174,12.35,-3.24,6,自連賣
46	,2801.TW,彰銀,17.25,-0.29,2566,17.3,-0.29,6,自連賣
47	,2834.TW,臺企銀,12.9,-0.39,8238,12.9,0,6,自連賣
48	,2880.TW,華南金,22.5,-1.1,4175,22.4,0.45,6,自連賣
49	,2884.TW,玉山金,24.1,-1.03,10272,24.15,-0.21,6,自連賣
50	,2886.TW,兆豐金,30.55,-0.97,8425,31.1,-1.77,6,自連賣
51	,2891.TW,中信金,21.9,-1.13,23817,22.5,-2.67,6,自連賣
52	,2897.TW,王道銀行,8.32,-0.36,812,8.58,-3.03,6,自連賣
53	,3189.TW,景碩,107,0,9581,133,-19.55,6,自連賣
54	,3532.TW,台勝科,142,-2.07,1152,162,-12.35,6,自連賣
55	,3702.TW,大聯大,47.8,-0.52,2583,48.5,-1.44,6,自連賣
56	,5522.TW,遠雄,58.5,0.34,1205,53.9,8.53,6,自連賣
57	,5880.TW,合庫金,25.95,-0.76,4866,26.4,-1.7,6,自連賣
58	,6176.TW,瑞儀,106,0.47,1064,106,0,6,自連賣
59	,6206.TW,飛捷,65.6,0.46,146,70.8,-7.34,6,自連賣
60	,6209.TW,今國光,25.4,-0.59,249,27.6,-7.97,6,自連賣
61	,6763.TW,綠界科技,412,7.57,105,430,-4.19,6,自連賣
62	,8150.TW,南茂,32.9,1.23,1428,34.2,-3.8,6,自連賣
63	,8464.TW,億豐,278.5,-1.42,255,285.5,-2.45,6,自連賣
64	,9904.TW,寶成,34.05,0.44,6898,32.55,4.61,6,自連賣
65	,9938.TW,百和,59,4.8,4688,56,5.36,6,自連賣
66	,1216.TW,統一,65.9,0,2803,65,1.38,5,自連賣
67	,1604.TW,聲寶,25.55,-0.2,118,25.25,1.19,5,自連賣
68	,2324.TW,仁寶,22.95,0.44,9576,21.55,6.5,5,自連賣
69	,2371.TW,大同,33.7,0,4072,32.3,4.33,5,自連賣
70	,2377.TW,微星,119.5,1.7,2513,123.5,-3.24,5,自連賣
71	,2395.TW,研華,333,-1.48,273,323,3.1,5,自連賣
72	,2464.TW,盟立,38.1,-0.39,128,37.95,0.4,5,自連賣
73	,2852.TW,第一保,15.8,0.32,77,15.75,0.32,5,自連賣
74	,2905.TW,三商,15.05,-0.66,352,16.1,-6.52,5,自連賣
75	,2912.TW,統一超,268,-1.47,996,268,0,5,自連賣
76	,3030.TW,德律,63.7,-0.47,122,66,-3.48,5,自連賣
77	,3044.TW,健鼎,96,1.59,1391,98.8,-2.83,5,自連賣
78	,3045.TW,台灣大,94.8,0,2514,94.6,0.21,5,自連賣
79	,3324.TW,雙鴻,151,-0.66,649,156.5,-3.51,5,自連賣
80	,4904.TW,遠傳,65.7,-0.3,2525,67.5,-2.67,5,自連賣
81	,6192.TW,巨路,69.2,-0.86,148,70.2,-1.42,5,自連賣
82	,6277.TW,宏正,77.1,-0.26,19,77.7,-0.77,5,自連賣
83	,6806.TW,森崴能源,82.9,0.61,8626,70.2,18.09,5,自連賣
84	,8926.TW,台汽電,32.2,-0.46,354,32.4,-0.62,5,自連賣
85	,8927.TW,北基,36.2,-1.36,276,33.35,8.55,5,自連賣
