符合條件商品
資料日期：2022年  8月 23日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(08/23),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:02 符合檔數(24)
1	,3026.TW,禾伸堂,89.9,0,51,90.2,-0.33,20,自連賣
2	,8039.TW,台虹,41,-0.61,92,41.1,-0.24,20,自連賣
3	,2546.TW,根基,50.5,0.2,33,49.95,1.1,10,自連賣
4	,3703.TW,欣陸,28.15,0.18,655,29.7,-5.22,10,自連賣
5	,5880.TW,合庫金,25.95,-0.76,4866,27,-3.89,10,自連賣
6	,6763.TW,綠界科技,412,7.57,105,478.5,-13.9,8,自連賣
7	,8942.TW,森鉅,60.2,-0.17,53,65.6,-5.24,8,自連賣
8	,1303.TW,南亞,70.3,-1.54,4616,70.1,0.29,7,自連賣
9	,1608.TW,華榮,13.9,-1.42,1366,15.25,-8.85,7,自連賣
10	,2201.TW,裕隆,59.1,-1.01,17319,40.85,50.23,7,自連賣
11	,6121.TW,新普,288.5,-0.35,276,285.5,5.81,7,自連賣
12	,2020.TW,美亞,23.5,-0.63,75,23.75,-1.05,6,自連賣
13	,2834.TW,臺企銀,12.9,-0.39,8238,12.5,3.2,6,自連賣
14	,3005.TW,神基,43.55,0.35,857,46,-5.33,6,自連賣
15	,3023.TW,信邦,275.5,-0.18,232,271,1.66,6,自連賣
16	,5536.TW,聖暉*,102.5,-0.97,167,195,5.13,6,自連賣
17	,1326.TW,台化,69.4,-0.72,1689,69.5,-0.14,5,自連賣
18	,2481.TW,強茂,60.4,-0.33,2094,68.2,-11.44,5,自連賣
19	,2617.TW,台航,27.25,-1.27,1531,28.6,-4.72,5,自連賣
20	,2897.TW,王道銀行,8.32,-0.36,812,8.46,-1.65,5,自連賣
21	,6206.TW,飛捷,65.6,0.46,146,82.7,-20.68,5,自連賣
22	,8110.TW,華東,11.6,-1.28,672,13,-10.77,5,自連賣
23	,8150.TW,南茂,32.9,1.23,1428,36.35,-9.49,5,自連賣
24	,8155.TW,博智,108,-1.37,385,127.5,-15.29,5,自連賣
