符合條件商品
資料日期：2022年  2月 11日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(02/11),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:30 符合檔數(10)
1	,2439.TW,美律,79.5,0.63,452,88.6,-5.78,16,自連賣
2	,2489.TW,瑞軒,9.93,1.02,1113,16.9,-34.46,15,自連賣
3	,2542.TW,興富發,40.35,-3.93,8630,46.8,3.54,13,自連賣
4	,3211.TW,順達,73.1,-0.14,70,103,-18.14,7,自連賣
5	,6206.TW,飛捷,65.6,0.46,146,77.2,-11.18,7,自連賣
6	,1432.TW,大魯閣,12,0.42,137,11.25,6.67,6,自連賣
7	,6613.TW,朋億*,90,-0.66,77,169,15.12,6,自連賣
8	,2459.TW,敦吉,51.4,-0.58,28,58.2,-5.03,5,自連賣
9	,3028.TW,增你強,28.6,1.06,236,34.75,-7.92,5,自連賣
10	,3380.TW,明泰,28.55,-1.04,598,31.35,-6.39,5,自連賣
