符合條件商品
資料日期：2022年  6月 14日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(06/14),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:12 符合檔數(17)
1	,3527.TW,聚積,100,0,154,146.5,-26.78,10,自連賣
2	,8091.TW,翔名,86,0.35,634,80.7,12.68,9,自連賣
3	,2030.TW,彰源,23.95,1.27,3219,27.7,-5.71,8,自連賣
4	,6179.TW,亞通,24.4,1.88,231,30,-14.21,8,自連賣
5	,3707.TW,漢磊,86.9,0,3034,131,-33.4,7,自連賣
6	,6237.TW,驊訊,44.8,0.22,249,52.9,-13.46,7,自連賣
7	,6706.TW,惠特,89.3,1.59,265,147,-34.01,7,自連賣
8	,2618.TW,長榮航,28.1,-2.09,27994,32.35,-11.44,6,自連賣
9	,3438.TW,類比科,53.4,-0.74,236,66.8,-14.33,6,自連賣
10	,6244.TW,茂迪,28.35,0,3256,27.6,3.47,6,自連賣
11	,6548.TW,長科*,29.95,0,316,89.5,-12.76,6,自連賣
12	,8112.TW,至上,36.05,0.7,471,47,-14.45,6,自連賣
13	,1708.TW,東鹼,40.75,-1.33,1193,51.6,-17.48,5,自連賣
14	,2031.TW,新光鋼,44,-0.56,5573,46.85,4.56,5,自連賣
15	,4306.TW,炎洲,14.4,-0.35,424,15.6,-1.03,5,自連賣
16	,5222.TW,全訊,134.5,-2.18,132,138.5,-2.89,5,自連賣
17	,6147.TW,頎邦,58.6,0.51,604,68.4,-4.79,5,自連賣
