符合條件商品
資料日期：2022年  5月 18日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(05/18),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:16 符合檔數(9)
1	,9914.TW,美利達,171,-2.29,298,243.5,-27.28,10,自連賣
2	,2515.TW,中工,8.25,-0.48,1107,9.18,-4.51,9,自連賣
3	,5011.TW,久陽,25.35,1.6,496,33.2,-22.67,9,自連賣
4	,1717.TW,長興,31.5,-1.25,930,34.8,-8.43,8,自連賣
5	,6216.TW,居易,25.25,0,90,28.75,-7.44,8,自連賣
6	,2423.TW,固緯,26.95,-1.28,44,28.3,0.6,7,自連賣
7	,2605.TW,新興,20.65,-3.5,6563,26.5,-18.89,6,自連賣
8	,3005.TW,神基,43.55,0.35,857,45.55,-4.39,5,自連賣
9	,6804.TW,明係,54.3,0.37,16,53.7,2.28,5,自連賣
