符合條件商品
資料日期：2022年 12月  8日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/08),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 13:32 符合檔數(68)
1	,2722.TW,夏都,33.9,0.44,10,35.2,-3.69,20,自連賣
2	,2882.TW,國泰金,41.15,1.86,33982,40.75,0.98,20,自連賣
3	,6811.TW,宏碁資訊,133,-0.37,7,126,5.56,19,自連賣
4	,8411.TW,福貞-KY,13.1,-0.76,94,13.35,-1.87,19,自連賣
5	,6835.TW,圓裕,39.2,-2,415,39.5,-0.76,16,自連賣
6	,2412.TW,中華電,112.5,-0.44,6521,111,1.35,14,自連賣
7	,6689.TW,伊雲谷,87.2,-0.91,297,80,9,12,自連賣
8	,3023.TW,信邦,275.5,-0.18,232,269.5,2.23,11,自連賣
9	,6213.TW,聯茂,71.9,0.42,941,76.5,-6.01,11,自連賣
10	,1409.TW,新纖,17.9,0.28,1722,17.55,1.99,10,自連賣
11	,1440.TW,南紡,17.3,-1.42,812,17.1,1.17,10,自連賣
12	,1717.TW,長興,31.5,-1.25,930,31.5,0,10,自連賣
13	,1722.TW,台肥,53.1,-0.56,1033,54.2,-2.03,10,自連賣
14	,2330.TW,台積電,455,-2.78,26724,471.5,-2.94,10,自連賣
15	,2436.TW,偉詮電,42,0.84,593,45.55,-7.79,10,自連賣
16	,2834.TW,臺企銀,12.9,-0.39,8238,12.75,1.18,10,自連賣
17	,2891.TW,中信金,21.9,-1.13,23817,22.8,-3.95,10,自連賣
18	,2897.TW,王道銀行,8.32,-0.36,812,8.45,-1.54,10,自連賣
19	,3189.TW,景碩,107,0,9581,120,-10.83,10,自連賣
20	,5880.TW,合庫金,25.95,-0.76,4866,26.05,-0.38,10,自連賣
21	,9938.TW,百和,59,4.8,4688,54.7,7.86,10,自連賣
22	,1216.TW,統一,65.9,0,2803,65,1.38,9,自連賣
23	,6806.TW,森崴能源,82.9,0.61,8626,69.9,18.6,9,自連賣
24	,8927.TW,北基,36.2,-1.36,276,36.8,-1.63,9,自連賣
25	,1504.TW,東元,27.25,-0.37,1749,27.75,-1.8,7,自連賣
26	,2392.TW,正崴,36.85,-0.94,578,39,-5.51,7,自連賣
27	,2615.TW,萬海,86.2,-1.15,55180,68.6,25.66,7,自連賣
28	,2809.TW,京城銀,33.9,-3.42,3989,35.3,-3.97,7,自連賣
29	,2892.TW,第一金,26.3,-0.38,6392,26.3,0,7,自連賣
30	,4142.TW,國光生,36.45,0.83,953,36.1,0.97,7,自連賣
31	,4438.TW,廣越,119.5,-1.24,47,123.5,-3.24,7,自連賣
32	,1313.TW,聯成,13.8,-1.78,1516,13.45,2.6,6,自連賣
33	,1314.TW,中石化,9.86,-1,4928,9.99,-1.3,6,自連賣
34	,1434.TW,福懋,26.3,-0.19,479,26.3,0,6,自連賣
35	,1442.TW,名軒,37.2,1.5,752,36.55,1.78,6,自連賣
36	,1451.TW,年興,20.95,0,222,21.65,-3.23,6,自連賣
37	,1526.TW,日馳,41.1,-0.6,88,45.2,-9.07,6,自連賣
38	,1537.TW,廣隆,136.5,-0.36,24,136.5,0,6,自連賣
39	,1905.TW,華紙,16.25,-1.81,591,16.95,-4.13,6,自連賣
40	,2331.TW,精英,21.45,-0.46,679,21.75,-1.38,6,自連賣
41	,2492.TW,華新科,78.7,-1.38,848,82.4,-4.49,6,自連賣
42	,2539.TW,櫻花建,31.95,0,247,31.8,0.47,6,自連賣
43	,3021.TW,鴻名,20.3,-0.73,12,20.4,-0.49,6,自連賣
44	,3038.TW,全台,20.35,-1.21,720,20.8,-2.16,6,自連賣
45	,3376.TW,新日興,80.7,-0.25,113,83.8,-3.7,6,自連賣
46	,3706.TW,神達,29.7,-0.17,1384,29.2,1.71,6,自連賣
47	,4763.TW,材料-KY,172,-4.44,2683,171,2.89,6,自連賣
48	,5225.TW,東科-KY,37.85,1.75,1188,37.75,0.26,6,自連賣
49	,5269.TW,祥碩,717,0.14,564,704,1.85,6,自連賣
50	,6756.TW,威鋒電子,191,-2.05,282,212,-9.91,6,自連賣
51	,6789.TW,采鈺,201.5,1.77,576,226,-10.84,6,自連賣
52	,1308.TW,亞聚,28.2,-0.88,1358,27.1,4.06,5,自連賣
53	,2201.TW,裕隆,59.1,-1.01,17319,63,-6.19,5,自連賣
54	,2344.TW,華邦電,20.1,-0.99,9528,20.8,-3.37,5,自連賣
55	,2368.TW,金像電,88.4,-1.12,3685,95.2,-7.14,5,自連賣
56	,2458.TW,義隆,86.1,-1.71,718,88,-2.16,5,自連賣
57	,2636.TW,台驊投控,76.3,-0.91,1346,72.5,5.24,5,自連賣
58	,2906.TW,高林,17.6,-0.28,1443,17.75,-0.85,5,自連賣
59	,3050.TW,鈺德,17,-1.16,376,16.5,3.03,5,自連賣
60	,3059.TW,華晶科,33.4,-0.45,748,36.15,-7.61,5,自連賣
61	,3380.TW,明泰,28.55,-1.04,598,30.8,-7.31,5,自連賣
62	,3406.TW,玉晶光,364,-0.68,820,375,-2.93,5,自連賣
63	,3592.TW,瑞鼎,307.5,0,497,300,2.5,5,自連賣
64	,4557.TW,永新-KY,101,-0.49,54,103.5,-2.42,5,自連賣
65	,4977.TW,眾達-KY,97.5,-1.42,2016,110,-11.36,5,自連賣
66	,5536.TW,聖暉*,102.5,-0.97,167,105.5,-2.84,5,自連賣
67	,6108.TW,競國,16.55,-0.6,31,16.7,-0.9,5,自連賣
68	,6546.TW,正基,71.1,-0.7,189,81,-12.22,5,自連賣
