符合條件商品
資料日期：2022年 11月 28日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/28),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 13:33 符合檔數(28)
1	,9941.TW,裕融,156.5,0,327,153,2.29,18,自連賣
2	,2722.TW,夏都,33.9,0.44,10,33.7,0.59,15,自連賣
3	,2882.TW,國泰金,41.15,1.86,33982,42,-2.02,15,自連賣
4	,1319.TW,東陽,41.05,0.37,2564,45.6,-9.98,13,自連賣
5	,2441.TW,超豐,48.2,-2.33,4006,48.3,-0.21,12,自連賣
6	,1476.TW,儒鴻,492.5,1.23,1098,441,11.68,11,自連賣
7	,6811.TW,宏碁資訊,133,-0.37,7,126,5.56,11,自連賣
8	,8411.TW,福貞-KY,13.1,-0.76,94,12.55,4.38,11,自連賣
9	,1586.TW,和勤,33.5,-0.59,70,32.95,1.67,10,自連賣
10	,2027.TW,大成鋼,43.15,-1.93,15303,39.55,9.1,9,自連賣
11	,6830.TW,汎銓,98,-0.1,49,89.1,9.99,9,自連賣
12	,3576.TW,聯合再生,20.4,-0.73,3970,20.75,-1.69,8,自連賣
13	,6835.TW,圓裕,39.2,-2,415,39.2,0,8,自連賣
14	,3005.TW,神基,43.55,0.35,857,42.25,3.08,7,自連賣
15	,4168.TW,醣聯,32.05,-0.31,1372,31.7,1.1,7,自連賣
16	,6282.TW,康舒,30.4,0.83,1860,29.8,2.01,7,自連賣
17	,8076.TW,伍豐,28.15,-0.35,431,28.3,-0.53,7,自連賣
18	,2301.TW,光寶科,64,-0.47,4678,65.5,-2.29,6,自連賣
19	,2412.TW,中華電,112.5,-0.44,6521,110.5,1.81,6,自連賣
20	,2034.TW,允強,29.6,-0.5,3354,27.3,8.42,5,自連賣
21	,2327.TW,國巨,460,-1.39,1468,437.5,5.14,5,自連賣
22	,2867.TW,三商壽,5.51,-2.3,17135,5.64,-2.3,5,自連賣
23	,3413.TW,京鼎,183.5,-1.61,306,188,-2.39,5,自連賣
24	,3416.TW,融程電,83,0.36,22,81.4,1.97,5,自連賣
25	,6244.TW,茂迪,28.35,0,3256,25.2,12.5,5,自連賣
26	,6446.TW,藥華藥,488.5,-1.81,841,501,-2.5,5,自連賣
27	,8938.TW,明安,94.7,-0.53,233,98,-3.37,5,自連賣
28	,9945.TW,潤泰新,43.65,-1.58,3379,45.25,-3.54,5,自連賣
