符合條件商品
資料日期：2022年  4月 28日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/28),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:19 符合檔數(71)
1	,2314.TW,台揚,38.25,-0.13,479,55,-30.45,15,自連賣
2	,6269.TW,台郡,99.2,-0.8,645,92.5,12.8,15,自連賣
3	,3714.TW,富采,46.6,-0.96,1148,58.9,-17.99,11,自連賣
4	,5347.TW,世界,81.5,-1.69,3288,103.5,-16.11,10,自連賣
5	,2371.TW,大同,33.7,0,4072,33.45,0.75,9,自連賣
6	,2812.TW,台中銀,12.8,-0.39,3299,14.95,-8.44,9,自連賣
7	,4558.TW,寶緯,24.15,2.11,53,39.9,-34.39,9,自連賣
8	,6187.TW,萬潤,65,0.93,810,105,-34.33,9,自連賣
9	,2436.TW,偉詮電,42,0.84,593,70,-36.63,8,自連賣
10	,1608.TW,華榮,13.9,-1.42,1366,21.8,-29.37,7,自連賣
11	,2023.TW,燁輝,16.8,-0.59,4854,21.4,-14.89,7,自連賣
12	,2103.TW,台橡,26.95,-1.1,635,32.05,-8.05,7,自連賣
13	,3049.TW,和鑫,9.18,-0.54,1037,11.95,-20.24,7,自連賣
14	,3260.TW,威剛,57.6,-0.17,970,69.9,-9.79,7,自連賣
15	,3406.TW,玉晶光,364,-0.68,820,384,-3.31,7,自連賣
16	,3665.TW,貿聯-KY,251,-2.33,1391,294,-11.96,7,自連賣
17	,4721.TW,美琪瑪,102.5,-0.49,487,128.5,-17.54,7,自連賣
18	,4912.TW,聯德控股-KY,79.8,-0.37,46,108.5,-25.27,7,自連賣
19	,4958.TW,臻鼎-KY,108,-1.37,2633,105,7.71,7,自連賣
20	,1210.TW,大成,45.45,1.91,1876,53.2,-10.3,6,自連賣
21	,1710.TW,東聯,18.5,1.09,1345,20.2,-4.84,6,自連賣
22	,2030.TW,彰源,23.95,1.27,3219,33.5,-22.01,6,自連賣
23	,2328.TW,廣宇,37.65,-1.7,2360,33.3,16.38,6,自連賣
24	,2401.TW,凌陽,22.85,-0.87,807,33.05,-25.47,6,自連賣
25	,2404.TW,漢唐,182,-2.41,755,177,11.46,6,自連賣
26	,2498.TW,宏達電,55,-0.72,14502,48.6,13.17,6,自連賣
27	,2707.TW,晶華,256,0.39,348,171.5,60.75,6,自連賣
28	,3691.TW,碩禾,101.5,0,155,148,-31.42,6,自連賣
29	,5243.TW,乙盛-KY,59.3,0.51,535,57.1,6.01,6,自連賣
30	,5425.TW,台半,75.3,0,4216,77.3,0.53,6,自連賣
31	,6509.TW,聚和,41.15,4.71,2507,48,-11.79,6,自連賣
32	,1310.TW,台苯,13.55,1.12,233,16.2,-15.47,5,自連賣
33	,1314.TW,中石化,9.86,-1,4928,11.8,-12.97,5,自連賣
34	,1718.TW,中纖,8.35,-0.71,2204,8.56,-2.45,5,自連賣
35	,1795.TW,美時,232,0.22,11755,115,104.69,5,自連賣
36	,2227.TW,裕日車,191,-2.05,32,249.5,-20.05,5,自連賣
37	,2342.TW,茂矽,38.65,1.44,640,35.6,10.05,5,自連賣
38	,2355.TW,敬鵬,28.95,-0.34,444,29.8,-1.13,5,自連賣
39	,2392.TW,正崴,36.85,-0.94,578,34.15,13.11,5,自連賣
40	,2421.TW,建準,44.85,-2.82,1233,37.35,24.17,5,自連賣
41	,2457.TW,飛宏,41,-1.2,4773,38.7,5.94,5,自連賣
42	,2482.TW,連宇,24.2,-2.81,1591,12,101.67,5,自連賣
43	,2615.TW,萬海,86.2,-1.15,55180,142,-24.11,5,自連賣
44	,2633.TW,台灣高鐵,28.75,-0.52,2418,28.05,5.35,5,自連賣
45	,2637.TW,慧洋-KY,64.8,-3.28,13996,87,-21.38,5,自連賣
46	,2945.TW,三商家購,42.25,0,0,60.7,-26.59,5,自連賣
47	,3006.TW,晶豪科,66.2,0,3117,124.5,-41.56,5,自連賣
48	,3105.TW,穩懋,138,0.36,2757,211,-31.19,5,自連賣
49	,3380.TW,明泰,28.55,-1.04,598,28.55,2.81,5,自連賣
50	,3413.TW,京鼎,183.5,-1.61,306,214,-10.2,5,自連賣
51	,3545.TW,敦泰,59.4,2.24,1934,115.5,-38.5,5,自連賣
52	,3705.TW,永信,45.4,-0.77,5788,43,10.01,5,自連賣
53	,4123.TW,晟德,46.35,0.65,1096,62.7,-11.75,5,自連賣
54	,5236.TW,凌陽創新,67.6,0.15,48,117,-36.01,5,自連賣
55	,5299.TW,杰力,113,0.89,114,169,-27.46,5,自連賣
56	,5306.TW,桂盟,140,0.72,338,157.5,-7.22,5,自連賣
57	,5434.TW,崇越,167.5,0.9,197,166,6.55,5,自連賣
58	,5471.TW,松翰,51.1,-1.73,859,75.6,-24.65,5,自連賣
59	,6153.TW,嘉聯益,23.85,-2.05,2220,19.95,19.55,5,自連賣
60	,6182.TW,合晶,41.8,-0.36,1757,54.7,-21.38,5,自連賣
61	,6202.TW,盛群,67.6,0,761,93.4,-19.67,5,自連賣
62	,6217.TW,中探針,43.75,0.69,482,58.1,-22.69,5,自連賣
63	,6279.TW,胡連,149.5,-1.64,1303,104.5,47.63,5,自連賣
64	,6515.TW,穎崴,404,-1.46,559,346,20.4,5,自連賣
65	,6531.TW,愛普*,170,0,2500,247,-29.37,5,自連賣
66	,6592.TW,和潤企業,100,-0.99,209,106.5,-2.07,5,自連賣
67	,6684.TW,安格,45.4,-0.87,27,104.5,-49.1,5,自連賣
68	,8069.TW,元太,167,-1.47,11565,169.5,0.23,5,自連賣
69	,8086.TW,宏捷科,67.7,1.04,620,83.9,-15.98,5,自連賣
70	,8121.TW,越峰,25.05,-1.38,169,30,-16.5,5,自連賣
71	,9907.TW,統一實,17.05,-0.29,1397,15.75,15.67,5,自連賣
