符合條件商品
資料日期：2022年  3月 10日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/10),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:26 符合檔數(50)
1	,4743.TW,合一,259.5,-1.14,14786,216,20.14,10,自連賣
2	,9802.TW,鈺齊-KY,162,0.31,3063,107.5,54.67,10,自連賣
3	,8358.TW,金居,51.3,-0.58,1372,71.3,-20.87,8,自連賣
4	,2421.TW,建準,44.85,-2.82,1233,43.7,6.13,7,自連賣
5	,2535.TW,達欣工,29.7,0.17,102,33.9,-5.56,7,自連賣
6	,1440.TW,南紡,17.3,-1.42,812,22.75,-20.39,6,自連賣
7	,1712.TW,興農,36.35,-1.49,904,32.2,19.1,6,自連賣
8	,2038.TW,海光,23.05,-3.15,5951,33.15,-25.91,6,自連賣
9	,2329.TW,華泰,17.6,-1.68,1321,21.9,-14.44,6,自連賣
10	,2375.TW,凱美,56,-0.36,155,82.3,-41.55,6,自連賣
11	,2406.TW,國碩,18.8,-1.05,970,26.2,-28.24,6,自連賣
12	,2486.TW,一詮,21.55,-0.23,1380,42.1,-48.13,6,自連賣
13	,2915.TW,潤泰全,66.7,0.15,4192,110,-34.27,6,自連賣
14	,3049.TW,和鑫,9.18,-0.54,1037,13.75,-30.72,6,自連賣
15	,3484.TW,崧騰,43,-0.69,72,75.5,-39.02,6,自連賣
16	,3704.TW,合勤控,33.85,-2.31,2930,30.7,5.25,6,自連賣
17	,3710.TW,連展投控,11.25,2.27,1915,16.05,-29.91,6,自連賣
18	,4438.TW,廣越,119.5,-1.24,47,112.5,9.78,6,自連賣
19	,5243.TW,乙盛-KY,59.3,0.51,535,57.7,4.9,6,自連賣
20	,6175.TW,立敦,32.3,-0.77,206,43.4,-21.98,6,自連賣
21	,6505.TW,台塑化,80.1,-1.11,1418,98,-14.84,6,自連賣
22	,6756.TW,威鋒電子,191,-2.05,282,425,-53.83,6,自連賣
23	,8462.TW,柏文,120,0,15,128,-5.31,6,自連賣
24	,8464.TW,億豐,278.5,-1.42,255,327.5,-11.51,6,自連賣
25	,1305.TW,華夏,26.5,1.15,17566,34.3,-15.12,5,自連賣
26	,1589.TW,永冠-KY,55.5,-1.25,81,64.3,-12.74,5,自連賣
27	,1605.TW,華新,46.75,-1.68,42087,29.15,66.96,5,自連賣
28	,1707.TW,葡萄王,160.5,-1.23,644,147.5,13.64,5,自連賣
29	,1903.TW,士紙,49.45,-0.4,28,61.7,-19.85,5,自連賣
30	,2102.TW,泰豐,20.45,-1.21,355,26.65,-23.26,5,自連賣
31	,2201.TW,裕隆,59.1,-1.01,17319,40.3,52.28,5,自連賣
32	,2227.TW,裕日車,191,-2.05,32,249.5,-20.05,5,自連賣
33	,2348.TW,海悅,65.5,0,150,101,-22.96,5,自連賣
34	,2426.TW,鼎元,16.9,-0.59,149,25.35,-29.82,5,自連賣
35	,2545.TW,皇翔,40.2,-0.12,93,41.75,9.09,5,自連賣
36	,2608.TW,嘉里大榮,38.05,-0.39,337,41.75,-4.92,5,自連賣
37	,2634.TW,漢翔,34.55,3.13,14471,29.75,17.32,5,自連賣
38	,2727.TW,王品,158,-1.56,228,122.5,28.98,5,自連賣
39	,2889.TW,國票金,11.35,0,2314,15,-17.15,5,自連賣
40	,3260.TW,威剛,57.6,-0.17,970,90.9,-30.63,5,自連賣
41	,3450.TW,聯鈞,37.35,-0.13,105,49.4,-20.97,5,自連賣
42	,3530.TW,晶相光,71.8,-0.42,57,102.5,-26.8,5,自連賣
43	,4142.TW,國光生,36.45,0.83,953,39.45,-7.6,5,自連賣
44	,4935.TW,茂林-KY,56.3,-1.05,64,70.7,-13.17,5,自連賣
45	,5285.TW,界霖,61.2,0,133,95.3,-32.31,5,自連賣
46	,5434.TW,崇越,167.5,0.9,197,171,3.44,5,自連賣
47	,6170.TW,統振,35.15,-0.42,38,32.4,15.7,5,自連賣
48	,8482.TW,商億-KY,69.9,0,7,73.5,3.16,5,自連賣
49	,8924.TW,大田,120.5,0.42,199,142,-5.79,5,自連賣
50	,9927.TW,泰銘,37.6,-0.4,61,39.9,5.62,5,自連賣
