符合條件商品
資料日期：2022年  7月  1日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/01),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:09 符合檔數(12)
1	,3260.TW,威剛,57.6,-0.17,970,56.8,11,12,自連賣
2	,8044.TW,網家,53.2,0.95,575,67.4,-20.47,8,自連賣
3	,2454.TW,聯發科,660,-0.15,2431,612,7.84,7,自連賣
4	,3552.TW,同致,141.5,1.07,902,144,-0.19,6,自連賣
5	,6274.TW,台燿,52.5,1.16,910,54.5,-3.67,6,自連賣
6	,6279.TW,胡連,149.5,-1.64,1303,125,23.41,6,自連賣
7	,2542.TW,興富發,40.35,-3.93,8630,43.95,10.25,5,自連賣
8	,3714.TW,富采,46.6,-0.96,1148,47.55,-2,5,自連賣
9	,4157.TW,太景*-KY,16.15,-1.52,3200,15.75,2.54,5,自連賣
10	,5388.TW,中磊,77.4,-0.13,1579,75.9,1.98,5,自連賣
11	,6285.TW,啟碁,80.8,-2.3,4232,63.8,30.72,5,自連賣
12	,8415.TW,大國鋼,38.35,-0.78,181,35,15.34,5,自連賣
