符合條件商品
資料日期：2022年  2月 10日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(02/10),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:30 符合檔數(10)
1	,2439.TW,美律,79.5,0.63,452,91.9,-9.16,15,自連賣
2	,2489.TW,瑞軒,9.93,1.02,1113,17,-34.84,14,自連賣
3	,2542.TW,興富發,40.35,-3.93,8630,46.9,3.3,12,自連賣
4	,6214.TW,精誠,70,-0.28,922,84.4,-11.16,7,自連賣
5	,3211.TW,順達,73.1,-0.14,70,103.5,-18.54,6,自連賣
6	,6206.TW,飛捷,65.6,0.46,146,76.6,-10.49,6,自連賣
7	,1432.TW,大魯閣,12,0.42,137,11.35,5.73,5,自連賣
8	,3044.TW,健鼎,96,1.59,1391,127,-19.12,5,自連賣
9	,3322.TW,建舜電,18.95,0,248,23.9,-18.6,5,自連賣
10	,6613.TW,朋億*,90,-0.66,77,170.5,14.1,5,自連賣
